635 r06-011-02-11_635_'
265 f02-044-07-07_265_and
16 a01-102-06-00_16_needs
335 g06-031d-01-00_335_infatuation
0 a01-068u-03-03_0_is
337 g06-037f-07-01_337_themselves
548 m04-251-01-02_548_Morfydd
268 f03-174-03-11_268_a
0 a05-125-07-02_0_.
161 c04-044-00-06_161_millionaire
146 c02-059-05-01_146_the
236 e04-058-01-03_236_make
290 f07-046b-03-02_290_of
150 c03-016a-06-07_150_clumsily
128 c06-076-09-06_128_the
153 c03-094d-10-02_153_gaudy
35 a02-082-00-00_35_He
122 b05-088-02-05_122_many
150 c03-007a-04-01_150_monuments
551 n06-201-06-00_551_three
118 b05-055-04-04_118_as
69 a06-020-00-01_69_was
36 a02-086-04-01_36_don't
152 c03-000c-05-06_152_from
60 a04-043-02-02_60_supported
256 f01-143-03-04_256_of
60 a04-039-04-07_60_President
36 a02-086-05-02_36_must
248 e07-101-03-09_248_,
4 a01-007-01-03_4_created
0 a01-132u-02-07_0_to
50 a03-037-05-06_50_and
123 b06-000-02-11_123_.
111 b04-116-06-01_111_control
128 c06-027-04-06_128_bar
638 r02-006-02-05_638_which
671 r06-130-05-08_671_'
332 g06-031a-01-08_332_but
586 n04-195-05-08_586_'s
213 e01-059-03-03_213_concentration
59 a04-015-07-06_59_.
85 a06-124-00-06_85_that
3 a01-003x-08-00_3_appear
336 g06-045e-02-05_336_trial
119 g05-094-03-05_119_was
549 m04-209-01-09_549_.
48 a03-030-00-00_48_In
612 p03-004-03-01_612_.
153 c03-003d-03-05_153_of
239 e04-083-02-07_239_side
330 h04-021-02-10_330_The
90 b01-044-03-02_90_until
0 a01-128u-08-03_0_the
341 g06-047j-05-02_341_men
104 b03-104-04-02_104_.
256 f01-147-05-01_256_little
111 b04-116-00-07_111_the
341 g06-037j-03-02_341_yesterday
133 c06-043-02-01_133_with
671 r06-097-05-01_671_had
0 a05-073-04-06_0_"""
671 r06-137-05-01_671_,
128 c06-076-04-04_128_.
246 e07-061-03-03_246_6
223 e02-074-09-06_223_,
621 p03-069-04-06_621_besought
118 b05-067-04-09_118_expert
670 r06-044-08-01_670_,
274 g04-017-05-12_274_be
148 c02-082-03-06_148_film
335 g06-045d-01-08_335_Anglesey
110 b04-096-01-03_110_spent
217 g01-000-06-07_217_own
0 a01-003u-04-03_0_Labour
216 e01-107-09-01_216_the
109 b04-066-05-01_109_right
75 a06-057-02-08_75_was
123 c06-039-04-09_123_Israel
81 a06-100-05-06_81_feel
262 f02-036-03-04_262_study
0 a05-053-03-01_0_a
344 g06-037m-03-06_344_he
551 n06-148-02-04_551_them
140 c02-012-02-02_140_accuracy
61 a04-054-05-00_61_This
184 d04-008-02-08_184_,
211 e01-022-00-05_211_that
117 b05-038-04-04_117_specialising
642 r02-054-00-06_642_felt
551 n06-182-03-02_551_gold
248 e07-101-09-03_248_;
132 b06-082-06-02_132_.
586 n04-195-01-06_586_still
320 g04-036-05-05_320_Talbot
332 g06-050a-07-09_332_ever
150 c03-016a-03-01_150_slatternly
234 e04-038-02-01_234_cover
164 c04-122-02-00_164_tuneful
166 c04-089-00-01_166_along
154 c03-021e-04-01_154_as
10 a01-020x-06-04_10_The
162 c04-050-03-02_162_the
26 a02-090-05-06_26_Kenya
213 e01-050-05-02_213_rosettes
248 e07-094-03-01_248_roughly
0 a01-096u-06-00_0_Conservative
344 g06-031m-01-03_344_I
341 g06-050j-08-02_341_to
241 e04-095-06-08_241_fit
152 c03-021c-09-02_152_love
192 d04-071-05-05_192_EARTH
274 g04-026-00-01_274_of
257 f02-000-02-06_257_excluding
37 a02-124-01-02_37_police
151 c03-096b-05-06_151_to
125 c06-005-06-04_125_on
333 g06-045b-06-02_333_was
234 e04-038-00-03_234_paint
60 a04-043-03-01_60_in
124 b06-075-09-03_124_are
131 b06-068-08-05_131_and
111 b04-128-04-02_111_this
670 r06-053-05-00_670_labourer
250 f01-058-02-00_250_and
274 h04-025-01-02_274_two-adult
58 a04-000-02-02_58_during
232 e04-022-06-02_232_frame
159 c04-035-03-06_159_off
343 g06-037l-00-01_343_grant
153 c03-084d-06-01_153_,
230 e04-004-02-10_230_with
272 f04-011-09-00_272_one
344 g06-031m-07-01_344_of
0 a05-104-07-03_0_attitudes
85 a06-134-00-03_85_the
338 g06-018g-05-09_338_&
0 a05-053-07-05_0_foreign
56 a03-066-07-06_56_.
152 c03-021c-01-01_152_man
334 g06-031c-02-04_334_!
109 b04-054-01-07_109_join
150 c03-094a-01-02_150_,
301 g01-083-04-06_301_assessment
59 a04-019-01-01_59_in
336 g06-011e-08-03_336_are
112 b04-147-00-06_112_by
0 a01-132x-03-07_0_was
92 b01-089-07-02_92_to
671 r06-103-06-06_671_and
133 c06-080-05-00_133_styled
92 b01-089-09-00_92_and
109 b04-075-04-05_109_with
671 r06-097-08-00_671_neighbourhood
0 a05-080-07-02_0_of
576 n03-091-06-06_576_violent
341 g06-042j-00-04_341_be
671 r06-090-06-08_671_and
338 g06-047g-03-05_338_unorthodox
63 a04-085-00-04_63_T.U.C.
333 g06-050b-08-02_333_ever
0 a01-053u-08-01_0_to
336 g06-047e-03-05_336_men
0 a01-082u-03-04_0_Administration
239 h04-000-05-04_239_lower
231 e04-015-06-05_231_back
229 e02-117-01-06_229_the
670 r06-049-06-00_670_gas
301 h01-004-01-01_301_that
540 m03-062-03-01_540_at
340 g06-018i-01-05_340_Rome
344 g06-047m-00-01_344_remarkable
273 f04-007-00-05_273_times
56 a03-066-02-03_56_the
551 m06-019-05-04_551_the
38 a02-116-04-04_38_and
333 g06-050b-07-03_333_,
202 d06-000-07-07_202_-
234 e04-038-01-00_234_if
339 g06-018h-00-03_339_season
274 f04-020-00-02_274_purse
0 a01-026u-02-02_0_been
119 g05-094-04-03_119_no
670 r06-076-08-00_670_bloody
339 g06-026h-02-10_339_of
344 g06-026m-04-05_344_the
14 a01-053x-05-01_14_believed
625 p03-135-06-02_625_"""
324 g04-060-01-01_324_Road
229 e02-117-08-02_229_have
540 m03-062-02-03_540_shrunk
301 g01-083-02-05_301_and
658 r03-002-00-02_658_of
671 r06-137-02-05_671_on
184 d04-008-02-10_184_Cherubim
145 c02-056-03-08_145_five
174 c06-083-07-01_174_his
635 p06-242-07-04_635_of
87 b01-009-07-01_87_.
344 g06-011m-02-07_344_enjoy
93 b01-118-06-04_93_admitting
141 c02-026-02-00_141_tells
217 f01-139-00-04_217_mean
320 g04-039-01-06_320_very
246 e07-072-10-00_246_bituminized
671 r06-137-02-02_671_and
164 c04-075-01-06_164_when
333 g06-050b-01-03_333_,
671 r06-097-07-06_671_the
527 m02-106-00-04_527_would
109 b04-075-04-06_109_its
87 b01-004-01-07_87_be
134 b06-090-05-05_134_on
128 b06-071-06-06_128_by
21 a02-000-02-00_21_And
335 g06-047d-02-03_335_a
37 a03-047-06-00_37_in
108 b04-047-03-04_108_were
544 m04-007-00-09_544_,
62 a04-072-03-04_62_Mr
105 b03-109-00-09_105_demon-
37 a03-047-08-00_37_in
162 c04-056-03-03_162_time
272 f04-004-03-05_272_Elizabeth
11 a01-038x-08-03_11_Roy's
332 g06-018a-00-04_332_was
332 g06-047a-00-08_332_Francis
333 g06-018b-08-04_333_temperature
548 m04-145-01-04_548_darkening
586 n04-171-03-11_586_not
129 c06-103-00-03_129_Carlton
668 r03-110-02-05_668_we
146 c02-059-05-05_146_awards
334 g06-037c-08-03_334_subjected
9 a01-020-03-02_9_Africans
88 b01-023-00-07_88_South
338 g06-045g-00-01_338_April
339 g06-011h-09-06_339_fine
0 a01-003u-10-08_0_an
112 b04-154-00-01_112_for
645 r02-070-02-12_645_sheet
131 b06-068-09-01_131_class
197 d04-121-00-01_197_we
272 f04-011-00-06_272_it
267 f03-169-03-02_267_Remember
0 a01-122u-10-02_0_.
0 a03-080-06-02_0_participation
117 b05-045-09-02_117_"""
333 g06-011b-08-07_333_here
126 b06-110-01-05_126_numbers
93 b01-118-01-07_93_and
529 m02-083-04-05_529_for
107 b04-000-02-04_107_accused
0 a05-017-00-02_0_regards
81 n02-146-01-15_81_everything
154 c03-084e-03-06_154_the
636 r02-000-03-00_636_arrived
231 e04-011-02-03_231_in.
151 c03-096b-05-02_151_is
671 r06-130-08-07_671_wrong
202 e06-041-04-03_202_along
210 e01-018-06-05_210_records
37 a02-111-02-07_37_.
133 c06-080-00-00_133_The
63 a04-089-03-00_63_growing
336 g06-031e-03-01_336_fear
130 c06-000-03-05_130_a
332 g06-018a-01-02_332_England
37 a02-102-05-04_37_.
335 g06-031d-05-00_335_that
0 a05-022-04-01_0_truth
114 b04-208-00-01_114_the
0 a01-043u-05-02_0_.
157 c04-000-01-06_157_London
124 b06-004-07-00_124_air
273 g04-011-02-01_273_become
44 a03-017-05-02_44_kept
85 a06-147-01-04_85_Tunisians'
326 g04-077-00-09_326_Purley
586 n04-190-04-06_586_equipment
342 g06-011k-08-07_342_change
68 a06-014-05-05_68_affected
133 b06-064-00-02_133_have
239 e04-083-05-07_239_whilst
111 b04-128-05-05_111_business
58 a04-006-08-05_58_assistant
671 r06-121-01-04_671_the
146 c02-059-01-04_146_are
335 g06-050d-02-06_335_distinguished
334 g06-011c-01-09_334_as
59 a04-027-05-11_59_.
344 g06-026m-04-01_344_letter
240 k04-022-02-08_240_Doria
274 g04-017-00-03_274_I
63 a04-089-06-04_63_He
0 a05-022-08-02_0_.
174 d06-015-02-07_174_up
336 g06-037e-07-00_336_subjected
143 c02-035-01-12_143_deeply
61 a04-054-06-06_61_.
155 c03-021f-07-05_155_gives
642 r02-054-03-09_642_his
218 e02-000-00-03_218_of
670 r06-057-02-07_670_journey
344 g06-042m-01-01_344_the
0 a05-104-04-05_0_for
246 e07-012-01-00_246_until
551 n06-148-07-06_551_.
344 g06-037m-00-05_344_that
0 a01-096u-05-02_0_panel
342 g06-018k-03-06_342_he
87 b01-009-07-00_87_Africans
150 c03-087a-04-05_150_unredeemable
233 e04-026-00-07_233_sides
625 p03-135-01-11_625_to
559 n02-000-03-01_559_to
114 b04-187-02-06_114_Eric
0 a01-077u-03-02_0_Washington
77 a06-070-02-05_77_Economic
333 g06-018b-03-01_333_,
0 a05-058-03-01_0_of
652 r02-127-04-02_652_.
9 a01-020-05-02_9_are
339 g06-037h-06-00_339_search
128 b06-019-04-05_128_supply
333 g06-011b-03-07_333_The
333 g06-031b-02-03_333_I
92 b01-089-01-01_92_of
301 g01-083-04-08_301_which
551 n06-175-08-01_551_Mr.
0 a03-089-03-00_0_Force
132 c06-091-02-01_132_places
16 a01-091-07-00_16_declared
14 a01-058x-05-02_14_And
344 g06-045m-02-07_344_the
661 r03-035-00-00_661_"""
28 a02-050-01-03_28_from
0 a01-102u-04-05_0_edifice
667 r03-096-03-07_667_where
18 a01-113-02-01_18_provide
0 a05-022-01-02_0_the
11 a01-043x-02-09_11_.
217 f01-139-04-06_217_is
339 g06-026h-01-09_339_Chambre
333 g06-031b-09-06_333_knows
154 c03-087e-03-04_154_character
274 h04-025-02-07_274_+3.6
211 e01-025-02-00_211_lamentably
0 a05-116-07-05_0_Sir
0 a01-068u-03-02_0_Germany
334 g06-047c-05-03_334_.
0 a05-017-04-01_0_National
328 g04-088-09-06_328_quite
334 g06-047c-04-02_334_unorthodox
174 d06-082-05-00_174_through
337 g06-031f-00-00_337_'
128 b06-019-05-05_128_German
641 r02-038-03-06_641_Cecil
334 g06-042c-03-08_334_of
243 e04-119-02-05_243_want
63 a04-089-05-05_63_elsewhere
625 p03-135-04-02_625_pet
342 g06-011k-04-02_342_great
317 g03-058-03-02_317_order
56 a03-066-06-01_56_in
544 m04-019-03-04_544_his
215 e01-092-06-06_215_glossy
0 a01-113u-03-03_0_service
106 b03-114-00-03_106_,
150 c03-094a-04-03_150_Mr.
90 b01-049-05-06_90_to
549 m04-190-03-02_549_.
36 a02-086-04-05_36_faith
227 e02-094-03-06_227_one
155 c03-007f-06-04_155_,
595 p02-017-03-06_595_few
90 b01-049-01-04_90_of
119 b05-074-09-05_119_#
126 c06-052-04-04_126_to
625 p03-135-04-07_625_this
182 d03-112-00-02_182_the
671 r06-130-05-07_671_?
670 r06-070-03-03_670_.
248 e07-108-07-03_248_so
243 e04-124-02-10_243_the
92 b01-089-00-04_92_in
238 e04-079-09-02_238_.
340 g06-026i-05-06_340_.
247 e07-076-04-07_247_these
212 e01-032-06-00_212_distinction
65 a05-009-04-02_65_policy
342 g06-011k-07-07_342_the
256 f01-147-00-03_256_have
109 b04-054-02-02_109_.
70 a06-025-03-03_70_of
127 b06-053-01-05_127_our
335 g06-037d-07-09_335_symp-
586 n04-183-06-09_586_.
124 b06-075-06-05_124_be
264 f02-040-00-05_264_Glasgow
666 r03-090-04-00_666_nines
8 a01-026x-06-00_8_and
334 g06-018c-02-02_334_,
166 c04-089-00-00_166_Now
260 f02-020-06-03_260_started
4 a01-007-07-07_4_Sir
202 d06-000-02-03_202_not
14 a01-053x-04-05_14_Mr.
670 r06-053-02-02_670_himself
155 c03-003f-09-02_155_.
152 c03-096c-06-00_152_accents
330 g04-108-01-03_330_and
25 a02-020-00-06_25_yesterday
116 b05-032-01-01_116_in
60 a04-031-07-02_60_.
0 a05-069-07-04_0_canard
111 b04-128-01-04_111_followed
154 c03-021e-07-06_154_of
531 m02-090-07-01_531_scale
274 g04-017-07-03_274_trained
154 c03-094e-01-08_154_,
559 n02-000-07-02_559_for
551 n06-156-05-01_551_huge
344 g06-045m-05-01_344_and
567 p03-103-07-07_567_.
8 a01-014x-07-01_8_aide
338 g06-031g-05-01_338_a
211 e01-025-04-01_211_it
197 d04-117-05-08_197_hungry
112 b04-147-04-04_112_dug
76 a06-064-09-04_76_Thursday
7 a01-038-09-08_7_gross
575 n03-082-02-05_575_"""
139 c02-007-06-02_139_are
113 b04-169-03-04_113_.
341 g06-045j-04-04_341_France
242 e04-103-04-09_242_centre
59 a04-023-04-07_59_the
59 a04-019-02-04_59_progress
650 r02-109-04-08_650_his
141 c02-026-08-06_141_.
338 g06-047g-01-08_338_later
155 c03-021f-03-00_155_moved
103 b03-098-07-07_103_to
671 r06-090-07-04_671_air
335 g06-037d-07-02_335_he
119 b05-074-06-06_119_4
37 a02-102-05-01_37_with
114 b04-202-03-04_114_its
36 a02-086-03-01_36_Roy
338 g06-026g-01-07_338_Chambre
334 g06-037c-04-02_334_was
51 a03-040-00-06_51_Last
146 c02-059-07-05_146_work
85 a06-124-01-05_85_or
109 b04-054-05-10_109_and
334 g06-042c-02-01_334_douloureux
37 a02-111-04-01_37_meet
217 f01-139-04-04_217_)
670 r06-062-05-00_670_heat
336 g06-031e-00-09_336_.
178 d01-060-07-07_178_Nestle's
332 g06-018a-03-02_332_,
52 a03-043-03-04_52_cent
165 c04-080-03-01_165_went
343 g06-047l-05-00_343_One
90 b01-053-02-01_90_in
515 m01-115-08-00_515_them
595 p02-017-04-02_595_his
338 g06-018g-05-05_338_the
250 f01-058-04-05_250_.
133 b06-100-02-03_133_us
155 c03-000f-05-01_155_Delaney
81 a06-100-05-09_81_had
126 b06-110-01-08_126_training
671 r06-097-01-00_671_the
329 g04-101-03-02_329_Their
341 g06-042j-01-04_341_no
113 b04-181-06-07_113_they
549 m04-200-04-05_549_.
278 f04-049-05-06_278_that
197 d04-117-00-03_197_the
11 a01-043x-04-02_11_the
269 f03-182-05-07_269_And
0 a01-117u-09-04_0_making
0 a05-121-03-00_0_atmosphere
3 a01-007x-04-06_3_.
344 g06-018m-01-03_344_,
150 c03-000a-03-07_150_who
107 b04-020-08-07_107_.
95 b02-035-10-07_95_be
336 g06-045e-02-01_336_give
671 r06-097-09-01_671_N's
93 b01-118-05-00_93_Hitler
324 g04-063-04-03_324_to
224 e02-082-03-08_224_the
256 f01-147-07-07_256_the
274 f04-020-00-14_274_body
340 g06-045i-05-07_340_,
96 b02-045-00-06_96_February
0 a05-022-06-01_0_decision
327 g04-081-01-11_327_was
641 r02-038-00-01_641_It
342 g06-037k-08-01_342_shown
153 c03-081d-02-02_153_;
540 m03-062-00-02_540_repulsive
244 e07-003-07-04_244_means
25 a02-020-02-10_25_-
647 r02-078-06-02_647_playing
37 a02-124-05-02_37_.
333 g06-031b-09-07_333_what
150 c03-081a-08-05_150_gives
59 a04-019-04-05_59_the
551 n06-175-04-03_551_.
150 c03-094a-02-04_150_Mr.
85 a06-141-03-08_85_the
333 g06-050b-03-06_333_told
5 a01-030-03-04_5_an
248 e07-094-05-08_248_have
152 c03-081c-01-02_152_allowing
152 c03-021c-09-03_152_"""
332 g06-042a-06-02_332_.
343 g06-047l-00-04_343_medicine
586 n04-171-04-09_586_'s
210 e01-014-05-00_210_and
134 b06-087-07-05_134_installed
343 g06-018l-03-00_343_Arthur
326 g04-077-02-07_326_We
146 c02-059-01-00_146_Prizes
335 g06-045d-04-05_335_being
63 a04-085-01-00_63_membership
0 a03-050-07-00_0_television
671 r06-090-10-03_671_memory
339 g06-045h-03-03_339_being
256 f01-143-01-03_256_the
69 a06-020-03-10_69_years
334 g06-045c-05-00_334_treated
107 b04-004-09-05_107_air
96 b02-045-01-06_96_which
659 r03-026-06-08_659_stages
5 a01-011-05-07_5_Secretary
337 g06-031f-01-01_337_I
544 m04-012-00-01_544_,
340 g06-047i-01-00_340_Burdett
270 f03-191-00-00_270_May
0 a01-077u-07-03_0_come
586 n04-171-06-00_586_To
339 g06-047h-04-04_339_the
628 p03-158-06-06_628_for
330 g04-104-04-09_330_prisoners
290 f07-046b-06-07_290_,
0 a01-128u-10-00_0_over
133 b06-100-03-01_133_revolution
19 a01-128-01-00_19_a
265 f02-044-04-06_265_large
344 g06-011m-09-06_344_fine
210 e01-018-01-03_210_2
251 f01-066-07-06_251_the
44 a03-017-04-05_44_strict
133 c06-116-09-02_133_the
0 a05-013-02-00_0_vinced
64 a04-103-03-02_64_nuclear
0 a03-089-02-04_0_German
55 a03-063-03-06_55_find
338 g06-031g-01-02_338_Personally
670 r06-053-08-02_670_able
333 g06-018b-06-03_333_journey
338 g06-037g-07-06_338_shown
118 b05-071-03-01_118_appalling
152 c03-000c-00-01_152_film
108 b04-026-06-01_108_TV
34 a02-078-05-03_34_which
80 a06-095-08-09_80_an
148 c02-082-09-00_148_has
88 b01-023-05-04_88_Africa
64 a04-103-08-07_64_.
60 a04-043-00-01_60_GAITSKELL
36 a02-086-00-03_36_background
10 a01-020x-04-00_10_plans
153 c03-096d-06-07_153_their
0 a01-091u-09-02_0_.
289 f07-042b-02-04_289_hair
252 f01-070-03-06_252_giving
343 g06-050l-01-08_343_for
576 n03-091-03-11_576_.
612 p03-004-02-02_612_thought
151 c03-096b-06-04_151_accents
133 b06-064-06-03_133_the
337 g06-047f-03-05_337_cities
59 a04-019-01-02_59_Vienna
227 e02-094-05-00_227_work
216 e01-107-09-05_216_this
549 m04-209-05-05_549_what
339 g06-050h-05-03_339_and
0 a05-039-10-03_0_as
49 a03-034-06-05_49_in
117 b05-045-00-00_117_From
582 n04-044-02-10_582_that
246 e07-066-05-00_246_sent
324 g04-060-06-05_324_.
259 f02-017-08-07_259_discussion
333 g06-037b-09-03_333_had
111 b04-121-03-06_111_And
112 b04-140-05-06_112_to
211 e01-025-07-05_211_and
4 a01-007-07-05_4_challenge
344 g06-037m-02-04_344_understand
60 a04-043-01-01_60_of
99 b02-105-01-02_99_to
70 a06-025-06-02_70_unwarranted
586 n04-183-06-08_586_quietly
217 f01-139-07-01_217_precise
150 c03-094a-03-02_150_,
25 a02-024-03-01_25_to
567 p03-096-09-03_567_.
59 a04-015-00-01_59_joint
124 b06-049-02-05_124_clearly
152 c03-021c-04-03_152_who
289 f07-032b-07-00_289_They
29 a02-053-01-02_29_to
211 e01-022-03-04_211_lace-trimmed
202 e06-037-04-05_202_swimming
335 g06-042d-03-05_335_,
75 a06-057-01-01_75_sit
17 a01-087-02-05_17_white-faced
567 p03-087-02-02_567_and
111 b04-116-02-05_111_that
23 a02-008-07-03_23_for
48 a03-030-00-02_48_ways
339 g06-011h-06-02_339_busy
272 f04-016-06-04_272_a
334 g06-047c-01-03_334_Anglesey
29 a02-053-03-07_29_from
127 c06-106-06-08_127_the
84 a06-128-04-00_84_by
159 c04-035-06-01_159_team
174 c06-083-06-02_174_annual
213 e01-062-07-02_213_.
117 b05-042-03-04_117_into
549 m04-190-09-05_549_all
268 f03-174-00-09_268_they
272 f04-011-02-02_272_probable
266 f02-076-09-01_266_different
250 f01-058-08-01_250_it
151 c03-007b-03-07_151_and
131 c06-058-04-05_131_the
121 b05-098-09-00_121_of
119 b05-074-08-07_119_in
9 a01-026-08-02_9_at
241 e04-095-05-02_241_horizontally
670 r06-066-08-04_670_of
0 a03-073-00-01_0_the
140 c02-022-01-04_140_The
265 f02-044-03-10_265_spent
150 c03-084a-07-02_150_unbridled
237 e04-068-02-02_237_to
582 n04-044-06-02_582_have
154 c03-094e-03-06_154_by
343 g06-050l-03-02_343_.
77 a06-070-07-04_77_Macmillan
344 g06-018m-00-06_344_,
549 m04-209-04-02_549_like
24 a02-012-02-02_24_has
582 n04-044-06-01_582_would
248 e07-098-09-04_248_.
549 m04-216-01-09_549_analogous
225 e02-086-02-03_225_some
66 a06-004-06-09_66_a
140 c02-012-01-05_140_He
153 c03-007d-04-03_153_public
130 b06-032-02-01_130_not
0 a05-089-05-05_0_Minister
192 d04-075-09-01_192_seventy
334 g06-026c-04-03_334_,
636 r02-000-00-01_636_had
124 b06-075-02-02_124_within
239 h04-000-04-02_239_parents
340 g06-047i-04-05_340_of
192 d04-071-07-04_192_)
160 c04-023-01-06_160_which
289 f07-042b-03-06_289_will
0 a01-020u-02-03_0_up
30 a02-057-02-01_30_"""
240 e04-086-06-01_240_each
336 g06-018e-03-06_336_this
336 g06-011e-00-08_336_delighted
155 c03-007f-04-05_155_and
0 a05-044-04-04_0_the
0 a05-053-09-07_0_of
342 g06-018k-03-13_342_this
635 r06-018-04-00_635_first
335 g06-045d-03-04_335_in
9 a01-020-05-06_9_delegates
642 r02-054-01-04_642_case
92 b01-094-01-03_92_.
342 g06-031k-00-04_342_event
75 a06-057-04-07_75_he
333 g06-037b-08-04_333_remedies
79 a06-090-03-11_79_.
160 c04-023-02-09_160_of
333 g06-047b-07-01_333_Anglesey
344 g06-042m-02-05_344_as
241 e04-099-00-05_241_sides
567 p03-112-09-00_567_trying
163 c04-061-02-09_163_cut
1 a01-072x-04-09_1_pay
323 g04-055-02-08_323_went
26 a02-037-06-03_26_ensure
338 g06-050g-05-12_338_he
193 f04-093-06-06_193_as
58 a04-003-03-07_58_Gaulle
551 n06-201-01-03_551_aim
636 r02-000-04-02_636_,
336 g06-026e-03-04_336_heard
112 b04-147-06-06_112_earn
192 d04-075-07-02_192_which
151 c03-007b-06-04_151_are
333 g06-045b-02-04_333_to
0 a01-053u-05-06_0_believed
132 c06-091-03-06_132_want
193 f04-096-05-01_193_was
111 b04-116-04-02_111_there
544 m04-012-04-07_544_garage
86 a06-152-09-01_86_the
19 a01-122-01-04_19_than
334 g06-031c-02-07_334_be
233 e04-030-05-05_233_will
89 b01-033-04-06_89_has
92 b01-084-03-05_92_thick
338 g06-047g-01-06_338_or
88 b01-018-01-06_88_of
166 c04-098-01-05_166_calls
515 m01-115-07-03_515_all
0 a05-121-04-00_0_A
330 g04-104-04-01_330_the
332 g06-011a-07-04_332_priest
333 g06-026b-02-00_333_the
527 m02-106-01-01_527_B
52 a03-043-00-02_52_a
153 c03-003d-01-06_153_,
270 f03-191-06-09_270_.
336 g06-045e-06-00_336_Hahnemann
668 r03-110-09-00_668_our
0 a05-044-04-06_0_deprived
124 b06-049-01-00_124_we
273 g04-011-06-02_273_where
231 e04-015-01-05_231_legs
124 b06-049-05-02_124_.
59 a04-027-05-08_59_the
0 a05-104-07-00_0_take
247 e07-083-01-03_247_is
112 b04-134-02-02_112_standard
174 c06-083-01-07_174_sleeping
0 a05-053-07-02_0_winding
342 g06-018k-05-09_342_been
84 a06-128-09-06_84_solved
273 g04-011-01-00_273_work
85 a06-124-02-00_85_stricter
123 b06-000-03-00_123_"""
332 g06-045a-00-06_332_first
326 g04-077-05-10_326_the
335 g06-045d-01-06_335_to
113 b04-162-02-01_113_opponents
666 r03-090-05-02_666_sort
131 c06-095-01-05_131_be
134 b06-087-01-00_134_at
338 g06-045g-03-03_338_in
