writer_id,line_id,Text
340,g06-011i-08-01,the
340,g06-011i-08-02,troops
340,g06-011i-08-03,are
340,g06-011i-08-04,very
340,g06-011i-08-05,fine
25,a02-017-00-00,Other
25,a02-017-00-01,leading
25,a02-017-00-02,members
25,a02-017-00-03,are
25,a02-017-00-05,Sir
25,a02-017-00-06,Henry
25,a02-017-00-07,Lintott
25,a02-017-00-08,from
25,a02-017-01-00,the
25,a02-017-01-03,Office
25,a02-017-01-05,Sir
25,a02-017-01-06,William
25,a02-017-02-03,Office
25,a02-017-02-09,Bell
25,a02-017-03-08,Andrew
25,a02-017-03-10,Board
25,a02-017-03-11,of
25,a02-017-03-12,Trade
25,a02-017-04-00,They
25,a02-017-04-01,will
25,a02-017-04-04,Heath
25,a02-017-04-05,next
25,a02-017-04-06,month
25,a02-017-04-07,when
25,a02-017-05-00,he
25,a02-017-05-01,goes
25,a02-017-05-02,to
25,a02-017-05-06,of
25,a02-017-05-07,the
25,a02-017-05-08,Common
25,a02-017-06-00,Market
25,a02-017-06-03,or
25,a02-017-06-05,the
25,a02-017-06-06,Six
25,a02-017-06-07,decide
25,a02-017-07-01,should
25,a02-017-07-02,be
25,a02-017-07-03,held
128,c06-076-00-01,AM
128,c06-076-00-02,happy
128,c06-076-00-03,to
128,c06-076-00-04,report
128,c06-076-00-05,that
128,c06-076-00-07,saw
128,c06-076-01-00,thing
128,c06-076-01-01,this
128,c06-076-01-02,week
128,c06-076-01-04,have
128,c06-076-01-05,never
128,c06-076-01-06,before
128,c06-076-02-00,either
128,c06-076-02-01,in
128,c06-076-02-03,or
128,c06-076-02-04,outside
128,c06-076-03-00,playing
128,c06-076-03-02,drunk
128,c06-076-03-03,scene
128,c06-076-03-05,and
128,c06-076-03-06,playing
128,c06-076-03-07,it
128,c06-076-03-08,with
128,c06-076-04-00,perfect
128,c06-076-04-01,timing
128,c06-076-04-02,and
128,c06-076-04-05,It
128,c06-076-04-06,gives
128,c06-076-04-07,one
128,c06-076-04-08,loud
128,c06-076-05-00,clear
128,c06-076-05-01,hiccup
128,c06-076-05-02,and
128,c06-076-05-03,falls
128,c06-076-05-04,flat
128,c06-076-05-05,on
128,c06-076-05-06,its
128,c06-076-05-07,back
128,c06-076-05-09,This
128,c06-076-06-01,budge
128,c06-076-06-04,may
128,c06-076-06-05,add
128,c06-076-06-07,gets
128,c06-076-06-08,no
128,c06-076-06-09,credit
128,c06-076-07-00,in
128,c06-076-07-01,the
128,c06-076-07-02,cast
128,c06-076-07-03,list
128,c06-076-07-04,of
128,c06-076-07-05,Come
128,c06-076-07-08,Odeon
128,c06-076-08-03,which
128,c06-076-08-05,that
128,c06-076-08-06,it
128,c06-076-09-00,is
128,c06-076-09-01,either
128,c06-076-09-02,using
128,c06-076-09-05,for
128,c06-076-09-06,the
128,c06-076-09-07,stunt
43,a03-014-00-00,Two
43,a03-014-00-02,from
43,a03-014-00-03,the
43,a03-014-00-04,Laotian
43,a03-014-01-00,of
43,a03-014-01-01,Prince
43,a03-014-01-02,Boun
43,a03-014-01-03,Oum
43,a03-014-01-04,have
43,a03-014-01-05,arrived
43,a03-014-01-06,in
43,a03-014-02-00,Phnom
43,a03-014-02-01,Penh
43,a03-014-02-05,to
43,a03-014-02-06,invite
43,a03-014-02-07,Prince
43,a03-014-03-01,Phouma
43,a03-014-03-03,the
43,a03-014-03-04,former
43,a03-014-03-05,Prime
43,a03-014-04-00,ister
43,a03-014-04-02,to
43,a03-014-04-03,return
43,a03-014-04-04,to
43,a03-014-04-05,Laos
43,a03-014-04-07,No
43,a03-014-04-08,details
43,a03-014-04-09,of
43,a03-014-05-00,their
43,a03-014-05-01,mission
43,a03-014-05-02,have
43,a03-014-05-03,been
43,a03-014-05-06,but
43,a03-014-05-07,it
43,a03-014-06-00,was
43,a03-014-06-02,earlier
43,a03-014-06-03,in
43,a03-014-06-04,Laos
43,a03-014-06-05,that
43,a03-014-06-06,Prince
43,a03-014-07-00,Boun
43,a03-014-07-01,Oum
43,a03-014-07-02,was
43,a03-014-07-04,asking
43,a03-014-08-00,Prince
43,a03-014-08-02,Phouma
43,a03-014-08-03,to
43,a03-014-08-04,join
43,a03-014-08-05,his
123,b06-023-00-01,these
123,b06-023-00-04,force
123,b06-023-00-05,of
123,b06-023-00-06,over
123,b06-023-01-02,by
123,b06-023-01-03,the
123,b06-023-01-05,is
123,b06-023-01-06,growing
123,b06-023-02-00,up
123,b06-023-02-02,These
123,b06-023-02-06,are
123,b06-023-02-07,in
123,b06-023-02-08,fact
123,b06-023-02-09,fighter
123,b06-023-02-10,bombers
123,b06-023-03-00,which
123,b06-023-03-01,could
123,b06-023-03-02,launch
123,b06-023-03-03,an
123,b06-023-03-04,atomic
123,b06-023-03-05,attack
123,b06-023-03-06,on
123,b06-023-04-00,Eastern
123,b06-023-04-01,Europe
123,b06-023-04-03,By
123,b06-023-04-05,the
123,b06-023-04-06,Germans
123,b06-023-04-07,plan
123,b06-023-04-08,to
123,b06-023-04-09,have
123,b06-023-05-00,nine
123,b06-023-05-01,missile
123,b06-023-05-04,with
123,b06-023-05-07,and
123,b06-023-06-01,firing
123,b06-023-06-02,ramps
123,b06-023-06-05,weapons
123,b06-023-06-06,like
123,b06-023-06-07,Matador
123,b06-023-07-01,range
123,b06-023-07-03,miles
123,b06-023-07-06,also
123,b06-023-07-08,by
123,b06-023-07-09,the
343,g06-037l-00-00,God
343,g06-037l-00-01,grant
343,g06-037l-00-03,however
343,g06-037l-00-05,that
343,g06-037l-00-07,may
343,g06-037l-00-08,be
343,g06-037l-00-10,false
343,g06-037l-00-11,prophet
343,g06-037l-00-13,that
343,g06-037l-01-00,all
343,g06-037l-01-01,may
343,g06-037l-01-02,go
343,g06-037l-01-03,well
343,g06-037l-01-05,Sir
343,g06-037l-01-07,Peel
343,g06-037l-01-08,was
343,g06-037l-01-09,here
343,g06-037l-02-00,but
343,g06-037l-02-01,an
343,g06-037l-02-02,express
343,g06-037l-02-03,took
343,g06-037l-02-04,him
343,g06-037l-02-05,off
343,g06-037l-03-00,While
343,g06-037l-03-01,he
343,g06-037l-03-02,was
343,g06-037l-03-03,in
343,g06-037l-03-04,Naples
343,g06-037l-03-05,there
343,g06-037l-03-06,had
343,g06-037l-03-07,opened
343,g06-037l-03-09,new
343,g06-037l-03-10,chapter
343,g06-037l-04-00,in
343,g06-037l-04-01,the
343,g06-037l-04-02,history
343,g06-037l-04-03,of
343,g06-037l-04-06,search
343,g06-037l-04-07,for
343,g06-037l-05-00,an
343,g06-037l-05-03,of
343,g06-037l-05-04,his
343,g06-037l-05-05,painful
343,g06-037l-05-06,malady
343,g06-037l-05-08,
343,g06-037l-06-00,of
343,g06-037l-06-01,the
343,g06-037l-06-05,to
343,g06-037l-06-06,which
343,g06-037l-06-07,he
343,g06-037l-06-08,had
343,g06-037l-07-00,been
343,g06-037l-07-02,ever
343,g06-037l-07-03,since
343,g06-037l-07-04,the
343,g06-037l-07-06,had
343,g06-037l-07-07,first
343,g06-037l-08-00,shown
343,g06-037l-08-03,years
343,g06-037l-08-04,before
343,g06-037l-08-05,had
343,g06-037l-08-06,had
343,g06-037l-08-07,the
343,g06-037l-09-01,effect
0,a01-087u-00-01,Brown
0,a01-087u-00-04,and
0,a01-087u-01-00,led
0,a01-087u-01-02,attack
0,a01-087u-01-03,on
0,a01-087u-01-04,the
0,a01-087u-01-05,higher
0,a01-087u-01-06,health
0,a01-087u-02-00,charges
0,a01-087u-02-03,Powell
0,a01-087u-02-06,and
0,a01-087u-03-03,replied
0,a01-087u-03-04,with
0,a01-087u-04-03,and
0,a01-087u-04-04,ended
0,a01-087u-04-05,by
0,a01-087u-05-00,Labour
0,a01-087u-05-02,to
0,a01-087u-05-03,angry
0,a01-087u-05-04,uproar
0,a01-087u-05-06,One
0,a01-087u-05-07,dealt
0,a01-087u-06-00,with
0,a01-087u-06-01,the
0,a01-087u-06-02,human
0,a01-087u-06-03,issue
0,a01-087u-06-04,behind
0,a01-087u-06-05,the
0,a01-087u-06-06,Health
0,a01-087u-07-00,Service
0,a01-087u-07-02,the
0,a01-087u-07-03,other
0,a01-087u-07-04,tried
0,a01-087u-07-05,to
0,a01-087u-07-06,show
0,a01-087u-07-07,that
0,a01-087u-07-08,the
0,a01-087u-08-01,must
0,a01-087u-08-02,always
0,a01-087u-08-03,come
0,a01-087u-08-04,first
158,e04-000-00-00,HERE
158,e04-000-00-01,is
158,e04-000-00-03,project
158,e04-000-00-04,that
158,e04-000-00-05,will
158,e04-000-00-06,be
158,e04-000-00-08,by
158,e04-000-00-09,the
158,e04-000-01-00,family
158,e04-000-01-01,man
158,e04-000-01-02,or
158,e04-000-01-05,Unlike
158,e04-000-01-06,many
158,e04-000-02-03,this
158,e04-000-02-04,chair
158,e04-000-02-05,is
158,e04-000-02-06,solidly
158,e04-000-02-07,built
158,e04-000-02-08,and
158,e04-000-03-00,capable
158,e04-000-03-01,of
158,e04-000-03-03,the
158,e04-000-03-04,heavy
158,e04-000-03-06,of
158,e04-000-03-07,the
158,e04-000-04-00,most
158,e04-000-04-04,Almost
158,e04-000-04-05,any
158,e04-000-05-00,timber
158,e04-000-05-01,can
158,e04-000-05-02,be
158,e04-000-05-03,used
158,e04-000-05-04,but
158,e04-000-05-05,Parana
158,e04-000-05-06,pine
158,e04-000-05-07,is
158,e04-000-06-02,being
158,e04-000-06-03,cheap
158,e04-000-06-05,easy
158,e04-000-06-06,to
158,e04-000-06-07,work
158,e04-000-06-09,and
158,e04-000-07-00,taking
158,e04-000-07-02,good
158,e04-000-07-03,finish
339,g06-026h-00-02,life
339,g06-026h-00-03,truly
339,g06-026h-00-06,It
339,g06-026h-00-07,so
339,g06-026h-00-08,happens
339,g06-026h-00-09,that
339,g06-026h-00-11,have
339,g06-026h-01-00,an
339,g06-026h-01-01,Italian
339,g06-026h-01-02,who
339,g06-026h-01-03,is
339,g06-026h-01-04,perhaps
339,g06-026h-01-05,the
339,g06-026h-01-06,best
339,g06-026h-01-07,Valet
339,g06-026h-01-08,de
339,g06-026h-01-09,Chambre
339,g06-026h-02-00,that
339,g06-026h-02-01,ever
339,g06-026h-02-02,was
339,g06-026h-02-04,But
339,g06-026h-02-05,he
339,g06-026h-02-06,has
339,g06-026h-02-07,not
339,g06-026h-02-08,one
339,g06-026h-02-09,word
339,g06-026h-02-10,of
339,g06-026h-02-11,English
339,g06-026h-03-00,While
339,g06-026h-03-01,he
339,g06-026h-03-02,was
339,g06-026h-03-03,writing
339,g06-026h-03-04,this
339,g06-026h-03-05,letter
339,g06-026h-03-06,he
339,g06-026h-03-07,heard
339,g06-026h-03-08,of
339,g06-026h-03-09,the
339,g06-026h-03-10,fall
339,g06-026h-04-00,of
339,g06-026h-04-01,the
339,g06-026h-04-02,Whigs
339,g06-026h-04-04,and
339,g06-026h-04-05,the
339,g06-026h-04-08,of
339,g06-026h-05-00,the
339,g06-026h-05-02,by
339,g06-026h-05-03,the
339,g06-026h-05-04,Duke
339,g06-026h-05-05,of
151,c03-003b-00-00,This
151,c03-003b-00-01,is
151,c03-003b-00-02,not
151,c03-003b-00-04,filmed
151,c03-003b-00-05,play
151,c03-003b-00-07,It
151,c03-003b-00-08,has
151,c03-003b-00-09,been
151,c03-003b-01-01,in
151,c03-003b-01-02,terms
151,c03-003b-01-03,of
151,c03-003b-01-04,the
151,c03-003b-01-05,cinema
151,c03-003b-01-07,and
151,c03-003b-01-08,again
151,c03-003b-01-09,and
151,c03-003b-02-00,again
151,c03-003b-02-01,it
151,c03-003b-02-02,is
151,c03-003b-02-03,the
151,c03-003b-02-04,visual
151,c03-003b-02-06,of
151,c03-003b-02-07,the
151,c03-003b-02-08,story
151,c03-003b-02-10,and
151,c03-003b-03-00,the
151,c03-003b-03-02,of
151,c03-003b-03-03,the
151,c03-003b-03-04,central
151,c03-003b-03-06,to
151,c03-003b-03-07,their
151,c03-003b-04-02,which
151,c03-003b-04-03,bring
151,c03-003b-04-04,the
151,c03-003b-04-05,film
151,c03-003b-04-06,so
151,c03-003b-04-07,vividly
151,c03-003b-04-08,to
151,c03-003b-04-09,life
151,c03-003b-05-00,In
151,c03-003b-05-01,Fanny
151,c03-003b-05-03,which
151,c03-003b-05-04,also
151,c03-003b-05-05,has
151,c03-003b-05-06,its
151,c03-003b-06-00,the
151,c03-003b-06-04,Joshua
151,c03-003b-06-05,Logan
151,c03-003b-06-08,but
151,c03-003b-06-09,failed
151,c03-003b-07-00,to
151,c03-003b-07-01,create
151,c03-003b-07-02,the
151,c03-003b-07-04,of
151,c03-003b-07-06,city
111,b04-116-00-00,And
111,b04-116-00-01,as
111,b04-116-00-02,the
111,b04-116-00-03,British
111,b04-116-00-05,stepped
111,b04-116-00-06,up
111,b04-116-00-07,the
111,b04-116-00-08,pace
111,b04-116-01-00,of
111,b04-116-01-01,change
111,b04-116-01-03,so
111,b04-116-01-04,the
111,b04-116-01-06,stepped
111,b04-116-01-07,up
111,b04-116-01-08,their
111,b04-116-01-09,demands
111,b04-116-02-00,TODAY
111,b04-116-02-02,in
111,b04-116-02-03,London
111,b04-116-02-05,that
111,b04-116-02-06,rash
111,b04-116-02-07,and
111,b04-116-02-09,policy
111,b04-116-02-10,has
111,b04-116-03-00,caused
111,b04-116-03-02,crisis
111,b04-116-03-05,crisis
111,b04-116-03-06,that
111,b04-116-03-07,never
111,b04-116-03-08,should
111,b04-116-03-09,have
111,b04-116-04-00,No
111,b04-116-04-01,wonder
111,b04-116-04-02,there
111,b04-116-04-03,is
111,b04-116-04-04,doubt
111,b04-116-04-05,and
111,b04-116-04-06,fearful
111,b04-116-05-00,If
111,b04-116-05-01,the
111,b04-116-05-03,now
111,b04-116-05-05,its
111,b04-116-05-06,plan
111,b04-116-05-07,to
111,b04-116-05-08,give
111,b04-116-05-09,the
111,b04-116-06-01,control
111,b04-116-06-02,in
111,b04-116-06-05,it
111,b04-116-06-06,may
111,b04-116-06-07,indeed
111,b04-116-06-08,face
111,b04-116-07-01,from
111,b04-116-07-02,African
111,b04-116-07-04,greedy
111,b04-116-07-05,for
111,b04-116-07-06,power
13,a01-063-00-00,But
13,a01-063-00-01,he
13,a01-063-00-02,said
13,a01-063-00-05,on
13,a01-063-00-07,higher
13,a01-063-01-00,level
13,a01-063-01-01,than
13,a01-063-01-02,in
13,a01-063-01-03,the
13,a01-063-01-04,past
13,a01-063-01-06,might
13,a01-063-01-07,be
13,a01-063-02-00,useful
13,a01-063-02-02,The
13,a01-063-02-04,will
13,a01-063-03-00,discuss
13,a01-063-03-01,the
13,a01-063-03-02,problem
13,a01-063-03-03,with
13,a01-063-04-00,the
13,a01-063-04-01,West
13,a01-063-04-02,German
13,a01-063-04-03,Foreign
13,a01-063-04-06,who
13,a01-063-04-07,is
13,a01-063-05-00,due
13,a01-063-05-01,in
13,a01-063-05-03,next
13,a01-063-05-04,week
13,a01-063-05-07,big
13,a01-063-06-00,slice
13,a01-063-06-01,of
13,a01-063-06-04,aid
13,a01-063-06-07,is
13,a01-063-06-08,the
13,a01-063-06-09,early
13,a01-063-07-00,payment
13,a01-063-07-01,of
13,a01-063-07-04,debt
13,a01-063-07-05,to
13,a01-063-07-06,America
13,a01-063-08-00,United
13,a01-063-08-01,States
13,a01-063-08-03,quickly
13,a01-063-08-04,point
13,a01-063-08-05,out
13,a01-063-09-00,that
13,a01-063-09-01,this
13,a01-063-09-02,is
13,a01-063-09-03,money
13,a01-063-09-04,due
13,a01-063-09-05,to
13,a01-063-09-06,America
13,a01-063-10-00,anyway
18,a01-107-00-00,We
18,a01-107-00-01,believe
18,a01-107-00-02,that
18,a01-107-00-05,medical
18,a01-107-00-06,service
18,a01-107-00-08,free
18,a01-107-00-09,to
18,a01-107-00-10,the
18,a01-107-00-11,patient
18,a01-107-01-00,at
18,a01-107-01-01,the
18,a01-107-01-02,point
18,a01-107-01-03,of
18,a01-107-01-04,need
18,a01-107-01-05,and
18,a01-107-01-06,with
18,a01-107-01-07,one
18,a01-107-01-09,for
18,a01-107-01-10,all
18,a01-107-01-11,sick
18,a01-107-02-00,people
18,a01-107-02-02,is
18,a01-107-02-03,good
18,a01-107-02-04,and
18,a01-107-02-08,We
18,a01-107-02-09,remain
18,a01-107-02-10,for
18,a01-107-02-11,it
18,a01-107-02-13,But
18,a01-107-02-14,the
18,a01-107-02-15,Tories
18,a01-107-03-00,never
18,a01-107-03-01,were
18,a01-107-03-05,by
18,a01-107-03-06,angry
18,a01-107-03-07,Tories
18,a01-107-03-10,Brown
18,a01-107-04-01,The
18,a01-107-04-02,jackals
18,a01-107-04-03,bay
18,a01-107-04-04,when
18,a01-107-04-05,there
18,a01-107-04-06,is
18,a01-107-04-07,nothing
18,a01-107-04-08,better
18,a01-107-04-09,they
18,a01-107-04-10,can
18,a01-107-04-11,do
127,b06-015-00-02,war
127,b06-015-00-04,the
127,b06-015-00-05,West
127,b06-015-00-06,German
127,b06-015-01-00,view
127,b06-015-01-03,the
127,b06-015-01-04,pretext
127,b06-015-01-05,for
127,b06-015-01-06,huge
127,b06-015-02-00,German
127,b06-015-02-01,armed
127,b06-015-02-02,forces
127,b06-015-02-04,within
127,b06-015-02-05,Nato
127,b06-015-03-00,of
127,b06-015-03-01,course
127,b06-015-03-03,and
127,b06-015-03-04,for
127,b06-015-03-05,those
127,b06-015-03-06,to
127,b06-015-03-07,have
