writer_id,line_id
272,f04-016-03
272,f04-016-04
272,f04-016-05
272,f04-016-06
272,f04-016-07
121,b05-083-00
121,b05-083-01
121,b05-083-03
121,b05-083-04
121,b05-083-05
121,b05-083-06
121,b05-083-07
121,b05-083-08
125,c06-005-01
125,c06-005-02
125,c06-005-03
125,c06-005-04
125,c06-005-06
125,c06-005-07
23,a02-008-04
158,c04-013-02
158,c04-013-04
158,c04-013-05
7,a01-038-00
7,a01-038-01
7,a01-038-02
7,a01-038-03
7,a01-038-06
7,a01-038-07
7,a01-038-08
7,a01-038-10
7,a01-038-11
0,a01-117u-00
0,a01-117u-01
0,a01-117u-02
0,a01-117u-04
0,a01-117u-05
0,a01-117u-06
0,a01-117u-07
0,a01-117u-08
0,a01-117u-09
0,a01-117u-10
218,e02-000-00
218,e02-000-01
218,e02-000-02
218,e02-000-03
218,e02-000-04
218,e02-000-05
218,e02-000-06
218,e02-000-07
150,c03-003a-00
150,c03-003a-01
150,c03-003a-02
150,c03-003a-03
150,c03-003a-04
150,c03-003a-06
150,c03-003a-08
124,b06-004-00
124,b06-004-01
124,b06-004-03
124,b06-004-04
124,b06-004-06
124,b06-004-07
8,a01-014x-00
8,a01-014x-01
8,a01-014x-03
8,a01-014x-05
8,a01-014x-06
8,a01-014x-07
8,a01-014x-08
8,a01-014x-09
0,a05-000-00
0,a05-000-01
0,a05-000-02
0,a05-000-03
0,a05-000-04
0,a05-000-05
0,a05-000-06
117,b05-042-00
117,b05-042-01
117,b05-042-02
117,b05-042-03
117,b05-042-04
117,b05-042-06
117,b05-042-07
117,b05-042-08
117,b05-042-09
117,b05-042-10
0,a01-132u-02
0,a01-132u-03
0,a01-132u-04
0,a01-132u-05
0,a01-132u-07
0,a01-132u-08
0,a01-132u-09
133,c06-116-00
133,c06-116-02
133,c06-116-04
133,c06-116-05
133,c06-116-06
133,c06-116-07
133,c06-116-08
133,c06-116-09
159,c04-035-00
159,c04-035-01
159,c04-035-07
123,b06-023-00
123,b06-023-03
123,b06-023-04
123,b06-023-05
123,b06-023-06
50,a03-037-00
50,a03-037-05
50,a03-037-07
0,a01-091u-00
0,a01-091u-01
0,a01-091u-02
0,a01-091u-03
0,a01-091u-05
0,a01-091u-06
0,a01-091u-08
118,g05-098-06
124,c06-111-00
124,c06-111-02
124,c06-111-04
124,c06-111-05
124,c06-111-06
131,b06-068-00
131,b06-068-01
131,b06-068-02
131,b06-068-03
131,b06-068-04
131,b06-068-06
131,b06-068-08
131,b06-068-09
131,b06-068-10
152,c03-000c-00
152,c03-000c-01
152,c03-000c-02
152,c03-000c-04
152,c03-000c-06
129,c06-014-01
129,c06-014-02
129,c06-014-03
129,c06-014-05
129,c06-014-06
129,c06-014-09
109,b04-075-05
132,b06-082-02
132,b06-082-03
132,b06-082-04
132,b06-082-05
132,b06-082-06
132,b06-082-08
132,b06-082-09
148,c02-082-01
148,c02-082-02
148,c02-082-03
148,c02-082-04
148,c02-082-05
148,c02-082-06
148,c02-082-07
148,c02-082-08
148,c02-082-09
122,b05-088-00
122,b05-088-06
152,c03-016c-00
152,c03-016c-01
152,c03-016c-02
152,c03-016c-03
152,c03-016c-05
152,c03-016c-06
152,c03-016c-07
152,c03-016c-09
92,b01-089-01
92,b01-089-02
92,b01-089-04
92,b01-089-05
92,b01-089-06
92,b01-089-08
92,b01-089-09
92,b01-084-00
92,b01-084-03
92,b01-084-04
92,b01-084-05
0,a01-053u-00
0,a01-053u-02
0,a01-053u-04
0,a01-053u-08
0,a01-053u-09
64,a04-103-00
64,a04-103-01
64,a04-103-02
64,a04-103-05
64,a04-103-06
64,a04-103-07
64,a04-103-08
1,a01-072x-00
1,a01-072x-01
1,a01-072x-04
1,a01-072x-05
1,a01-072x-06
154,c03-096e-00
154,c03-096e-03
154,c03-096e-04
154,c03-096e-05
154,c03-096e-06
154,c03-096e-07
164,c04-122-07
231,e04-011-00
231,e04-011-01
231,e04-011-04
231,e04-011-05
231,e04-011-07
86,a06-152-00
86,a06-152-01
86,a06-152-02
86,a06-152-03
86,a06-152-04
86,a06-152-05
86,a06-152-06
86,a06-152-07
86,a06-152-08
86,a06-152-09
123,b06-000-00
123,b06-000-01
123,b06-000-05
123,b06-000-07
0,a01-007u-00
0,a01-007u-01
0,a01-007u-02
0,a01-007u-04
0,a01-007u-06
0,a01-007u-07
0,a01-007u-08
0,a01-007u-09
103,b03-098-01
103,b03-098-03
103,b03-098-04
103,b03-098-06
103,b03-098-07
103,b03-098-08
84,a06-119-00
84,a06-119-02
84,a06-119-04
84,a06-119-06
84,a06-119-07
84,a06-119-08
138,c02-003-00
138,c02-003-01
138,c02-003-03
138,c02-003-04
138,c02-003-05
138,c02-003-07
154,c03-003e-00
154,c03-003e-01
154,c03-003e-02
154,c03-003e-04
154,c03-003e-05
154,c03-003e-06
154,c03-003e-07
154,c03-003e-08
143,c02-035-05
214,e01-081-03
111,b04-121-03
111,b04-121-06
58,a04-000-00
58,a04-000-01
58,a04-000-03
58,a04-000-04
58,a04-000-05
85,e07-000-00
85,e07-000-02
0,a01-000u-00
0,a01-000u-01
0,a01-000u-02
0,a01-000u-03
0,a01-000u-04
0,a01-000u-05
0,a01-000u-06
110,b04-089-03
110,b04-089-05
110,b04-089-06
239,k04-017-00
239,k04-017-01
239,k04-017-03
239,k04-017-04
239,k04-017-05
239,k04-017-06
239,k04-017-08
239,k04-017-09
150,c03-087a-00
150,c03-087a-01
150,c03-087a-02
150,c03-087a-03
150,c03-087a-04
150,c03-087a-05
150,c03-087a-06
150,c03-087a-07
104,b03-104-02
104,b03-104-03
104,b03-104-05
104,b03-104-06
104,b03-104-07
104,b03-104-08
104,b03-104-09
135,c01-014-00
135,c01-014-01
135,c01-014-02
135,c01-014-03
135,c01-014-04
135,c01-014-05
135,c01-014-09
132,c06-091-05
244,e07-003-00
244,e07-003-01
244,e07-003-03
244,e07-003-04
244,e07-003-05
244,e07-003-06
244,e07-003-07
244,e07-003-08
244,e07-003-09
116,b05-032-00
116,b05-032-03
116,b05-032-08
116,b05-032-10
112,b04-147-01
112,b04-147-02
112,b04-147-03
112,b04-147-05
112,b04-147-07
134,b06-087-00
134,b06-087-01
134,b06-087-03
134,b06-087-04
134,b06-087-05
134,b06-087-06
134,b06-087-07
134,b06-087-08
235,e04-043-01
235,e04-043-03
235,e04-043-04
235,e04-043-05
0,a03-050-00
0,a03-050-01
0,a03-050-02
0,a03-050-03
0,a03-050-04
0,a03-050-05
0,a03-050-06
87,b01-004-00
87,b01-004-01
87,b01-004-02
87,b01-004-03
87,b01-004-04
239,g04-003-00
239,g04-003-01
239,g04-003-02
239,g04-003-05
239,g04-003-07
239,g04-003-08
112,b04-154-00
112,b04-154-02
112,b04-154-04
112,b04-154-05
112,b04-154-06
112,b04-154-07
151,c03-016b-00
151,c03-016b-01
151,c03-016b-02
151,c03-016b-03
151,c03-016b-04
151,c03-016b-05
151,c03-016b-08
17,b01-057-01
17,b01-057-02
17,b01-057-05
17,b01-057-06
17,b01-057-07
17,b01-057-09
17,b01-057-10
0,a01-014u-00
0,a01-014u-01
0,a01-014u-03
0,a01-014u-05
0,a01-014u-06
0,a01-014u-07
17,b01-062-00
17,b01-062-01
17,b01-062-03
17,b01-062-05
17,b01-062-06
17,b01-062-07
17,b01-062-09
212,e01-035-01
212,e01-035-02
212,e01-035-06
212,e01-035-07
19,a01-122-06
251,f01-066-09
252,f01-070-00
252,f01-070-02
252,f01-070-05
252,f01-070-08
111,b04-107-01
111,b04-107-07
22,a02-004-01
22,a02-004-03
22,a02-004-04
22,a02-004-06
22,a02-004-07
22,a02-004-10
87,b01-009-00
87,b01-009-01
87,b01-009-02
87,b01-009-03
87,b01-009-04
87,b01-009-05
87,b01-009-06
14,a01-058x-00
14,a01-058x-01
14,a01-058x-03
14,a01-058x-04
14,a01-058x-05
14,a01-058x-06
14,a01-058x-07
247,e07-086-00
247,e07-086-03
247,e07-086-04
247,e07-086-05
247,e07-086-06
247,e07-086-07
247,e07-086-09
246,e07-072-00
246,e07-072-01
246,e07-072-02
246,e07-072-04
246,e07-072-05
246,e07-072-06
246,e07-072-08
246,e07-072-09
246,e07-072-11
132,b06-045-00
132,b06-045-02
132,b06-045-03
132,b06-045-04
132,b06-045-05
132,b06-045-06
132,b06-045-07
132,b06-045-08
62,a04-069-00
62,a04-069-01
62,a04-069-02
62,a04-069-04
62,a04-069-05
130,b06-079-00
130,b06-079-01
130,b06-079-02
130,b06-079-03
130,b06-079-04
130,b06-079-06
130,b06-079-07
130,b06-079-08
130,b06-079-09
16,a01-077-00
16,a01-077-01
16,a01-077-04
16,a01-077-05
16,a01-077-06
16,a01-077-07
16,a01-077-08
30,a02-057-00
30,a02-057-02
30,a02-057-03
30,a02-057-06
30,a02-057-07
0,a05-025-00
0,a05-025-01
0,a05-025-02
0,a05-025-03
0,a05-025-04
0,a05-025-05
0,a05-025-06
0,a05-025-07
0,a05-025-08
25,a02-017-00
25,a02-017-01
25,a02-017-02
25,a02-017-04
25,a02-017-06
25,a02-017-07
139,c02-017-00
139,c02-017-01
139,c02-017-02
139,c02-017-03
139,c02-017-04
139,c02-017-05
139,c02-017-06
139,c02-017-07
139,c02-017-08
150,c03-084a-00
150,c03-084a-02
150,c03-084a-03
150,c03-084a-04
150,c03-084a-05
37,a02-111-00
37,a02-111-02
37,a02-111-03
37,a02-111-04
37,a02-111-05
37,a02-111-07
37,a02-111-08
37,a02-111-09
37,a02-111-10
226,e02-091-00
226,e02-091-01
226,e02-091-02
226,e02-091-03
226,e02-091-04
226,e02-091-05
226,e02-091-07
130,c06-000-00
130,c06-000-01
130,c06-000-02
130,c06-000-03
130,c06-000-05
155,c03-081f-02
155,c03-081f-03
155,c03-081f-04
155,c03-081f-05
155,c03-081f-07
155,c03-081f-08
155,c03-081f-09
121,b05-098-00
121,b05-098-01
121,b05-098-02
121,b05-098-03
121,b05-098-04
121,b05-098-06
121,b05-098-07
121,b05-098-08
152,c03-087c-01
152,c03-087c-03
152,c03-087c-04
152,c03-087c-05
152,c03-087c-06
152,c03-087c-07
275,f04-028-01
275,f04-028-02
275,f04-028-04
275,f04-028-05
275,f04-028-06
275,f04-028-07
275,f04-028-09
32,a02-067-01
32,a02-067-02
32,a02-067-03
32,a02-067-04
32,a02-067-05
32,a02-067-06
32,a02-067-07
32,a02-067-09
93,b01-118-00
93,b01-118-01
93,b01-118-03
93,b01-118-04
93,b01-118-06
250,f01-058-00
250,f01-058-01
250,f01-058-03
250,f01-058-04
250,f01-058-05
250,f01-058-08
152,c03-094c-02
152,c03-094c-03
152,c03-094c-04
152,c03-094c-05
152,c03-094c-06
152,c03-094c-07
152,c03-094c-08
0,a05-044-00
0,a05-044-01
0,a05-044-02
0,a05-044-03
0,a05-044-04
0,a05-044-05
0,a05-044-07
0,a05-044-08
0,a05-044-09
245,e07-007-01
245,e07-007-02
245,e07-007-03
245,e07-007-05
245,e07-007-06
245,e07-007-07
37,a02-102-01
37,a02-102-03
37,a02-102-04
37,a02-102-05
37,a02-102-06
37,a02-102-07
91,b01-073-00
91,b01-073-01
91,b01-073-04
91,b01-073-05
91,b01-073-06
91,b01-073-07
91,b01-073-08
91,b01-073-10
16,a01-091-02
16,a01-091-03
16,a01-091-04
16,a01-091-05
16,a01-091-08
16,a01-091-09
162,c04-050-00
162,c04-050-01
162,c04-050-05
162,c04-050-06
162,c04-050-07
155,c03-000f-00
155,c03-000f-01
155,c03-000f-02
155,c03-000f-03
155,c03-000f-06
155,c03-000f-07
113,b04-169-00
113,b04-169-02
113,b04-169-03
113,b04-169-04
113,b04-169-06
153,c03-084d-00
153,c03-084d-02
153,c03-084d-03
153,c03-084d-05
153,c03-084d-07
152,c03-096c-02
152,c03-096c-03
152,c03-096c-04
152,c03-096c-05
152,c03-096c-06
263,f02-038-00
263,f02-038-01
263,f02-038-02
263,f02-038-03
263,f02-038-04
263,f02-038-05
263,f02-038-06
263,f02-038-07
263,f02-038-09
263,f02-038-10
237,e04-068-03
237,e04-068-04
237,e04-068-06
125,b06-008-00
125,b06-008-01
125,b06-008-02
125,b06-008-05
125,b06-008-06
125,b06-008-07
125,b06-008-09
248,e07-098-01
248,e07-098-02
248,e07-098-03
248,e07-098-04
248,e07-098-05
248,e07-098-06
248,e07-098-07
248,e07-098-08
64,a04-099-00
64,a04-099-02
64,a04-099-06
64,a04-099-08
64,a04-099-10
0,a05-121-00
0,a05-121-01
0,a05-121-03
0,a05-121-04
0,a05-121-05
0,a05-121-06
0,a05-121-07
0,a05-121-08
250,f01-053-00
250,f01-053-01
250,f01-053-02
250,f01-053-03
250,f01-053-04
250,f01-053-05
250,f01-053-07
0,a01-043u-00
0,a01-043u-01
0,a01-043u-02
0,a01-043u-03
0,a01-043u-05
0,a01-043u-06
0,a01-043u-07
130,b06-032-02
130,b06-032-04
130,b06-032-05
130,b06-032-06
150,c03-000a-00
150,c03-000a-01
150,c03-000a-02
150,c03-000a-03
150,c03-000a-04
150,c03-000a-05
150,c03-000a-06
217,g01-000-00
217,g01-000-01
217,g01-000-03
217,g01-000-04
217,g01-000-07
241,e04-095-00
241,e04-095-01
241,e04-095-02
241,e04-095-03
241,e04-095-04
241,e04-095-05
241,e04-095-06
29,a02-053-05
29,a02-053-06
29,a02-053-07
216,e01-113-00
216,e01-113-02
216,e01-113-04
216,e01-113-05
216,e01-113-06
0,a01-049u-00
0,a01-049u-01
0,a01-049u-02
0,a01-049u-03
0,a01-049u-04
0,a01-049u-05
0,a01-049u-06
0,a01-049u-08
0,a01-049u-09
0,a01-049u-10
90,b01-044-01
90,b01-044-02
90,b01-044-06
93,b01-122-00
93,b01-122-01
93,b01-122-02
93,b01-122-04
93,b01-122-07
93,b01-122-08
94,b01-127-01
94,b01-127-02
94,b01-127-04
94,b01-127-05
94,b01-127-06
94,b01-127-07
94,b01-127-08
247,e07-076-00
247,e07-076-01
247,e07-076-02
247,e07-076-03
247,e07-076-04
247,e07-076-05
247,e07-076-06
247,e07-076-08
247,e07-076-09
147,c02-078-00
147,c02-078-02
147,c02-078-03
147,c02-078-04
147,c02-078-05
147,c02-078-06
147,c02-078-07
147,c02-078-08
147,c02-078-09
68,a06-014-01
68,a06-014-02
68,a06-014-03
68,a06-014-04
68,a06-014-05
99,b02-105-00
99,b02-105-01
99,b02-105-02
99,b02-105-03
99,b02-105-04
99,b02-105-05
26,a02-090-01
26,a02-090-03
26,a02-090-05
248,e07-108-00
248,e07-108-01
248,e07-108-02
248,e07-108-03
248,e07-108-05
248,e07-108-06
248,e07-108-08
248,e07-108-09
133,c06-043-00
133,c06-043-01
133,c06-043-02
133,c06-043-04
133,c06-043-06
133,c06-043-07
133,c06-043-09
37,a03-047-00
37,a03-047-01
37,a03-047-03
37,a03-047-04
37,a03-047-05
37,a03-047-06
37,a03-047-07
37,a03-047-08
37,a03-047-09
26,a02-093-00
26,a02-093-02
26,a02-093-05
26,a02-093-06
151,c03-007b-00
151,c03-007b-03
151,c03-007b-06
0,a01-049x-00
0,a01-049x-01
0,a01-049x-04
0,a01-049x-05
0,a01-049x-06
0,a01-049x-07
0,a01-049x-10
0,a01-128u-01
0,a01-128u-02
0,a01-128u-04
0,a01-128u-05
0,a01-128u-07
0,a01-128u-08
0,a01-128u-10
20,a01-132-01
20,a01-132-02
20,a01-132-03
20,a01-132-05
20,a01-132-06
20,a01-132-08
20,a01-132-09
39,a02-120-00
39,a02-120-01
39,a02-120-02
39,a02-120-03
39,a02-120-04
39,a02-120-05
39,a02-120-06
39,a02-120-07
39,a02-120-08
39,a02-120-09
39,a02-120-10
76,a06-064-00
76,a06-064-01
76,a06-064-02
76,a06-064-03
76,a06-064-04
76,a06-064-05
76,a06-064-06
76,a06-064-08
11,a01-043x-00
11,a01-043x-01
11,a01-043x-04
11,a01-043x-05
11,a01-043x-06
11,a01-043x-07
56,a03-066-01
56,a03-066-03
56,a03-066-04
56,a03-066-05
56,a03-066-06
248,e07-101-00
248,e07-101-02
248,e07-101-04
248,e07-101-05
248,e07-101-06
248,e07-101-07
248,e07-101-08
241,e04-091-00
241,e04-091-02
241,e04-091-03
241,e04-091-04
241,e04-091-05
75,a06-057-05
233,e04-026-00
233,e04-026-03
233,e04-026-06
61,a04-050-01
61,a04-050-03
61,a04-050-05
114,b04-195-00
114,b04-195-01
114,b04-195-02
114,b04-195-03
114,b04-195-04
114,b04-195-05
114,b04-195-06
229,e02-117-00
229,e02-117-01
229,e02-117-02
229,e02-117-03
229,e02-117-05
229,e02-117-07
229,e02-117-08
0,a03-080-00
0,a03-080-01
0,a03-080-02
0,a03-080-03
0,a03-080-04
0,a03-080-05
0,a03-080-06
0,a03-080-07
0,a03-080-08
0,a03-080-09
25,a02-020-00
25,a02-020-05
62,a04-066-00
62,a04-066-01
62,a04-066-04
62,a04-066-05
62,a04-066-06
273,g04-011-07
154,c03-007e-01
154,c03-007e-02
154,c03-007e-03
154,c03-007e-04
154,c03-007e-05
154,c03-007e-07
146,c02-059-00
146,c02-059-01
146,c02-059-02
146,c02-059-03
146,c02-059-04
146,c02-059-05
146,c02-059-07
151,c03-096b-00
151,c03-096b-01
151,c03-096b-02
151,c03-096b-03
151,c03-096b-04
151,c03-096b-05
151,c03-096b-06
151,c03-096b-07
110,b04-096-00
110,b04-096-01
110,b04-096-02
110,b04-096-04
110,b04-096-05
110,b04-096-06
15,a01-063x-00
15,a01-063x-01
15,a01-063x-02
15,a01-063x-03
15,a01-063x-07
15,a01-063x-08
136,c01-066-00
136,c01-066-01
136,c01-066-02
136,c01-066-03
136,c01-066-04
136,c01-066-06
136,c01-066-08
273,g04-014-00
273,g04-014-01
273,g04-014-02
273,g04-014-03
273,g04-014-04
273,g04-014-05
213,e01-059-01
213,e01-059-04
213,e01-059-05
213,e01-059-06
9,a01-020-00
9,a01-020-02
9,a01-020-04
9,a01-020-05
9,a01-020-06
9,a01-020-07
153,c03-021d-00
153,c03-021d-01
153,c03-021d-03
153,c03-021d-04
153,c03-021d-05
153,c03-021d-06
153,c03-021d-07
153,c03-021d-09
85,a06-147-02
215,e01-092-00
215,e01-092-01
215,e01-092-02
215,e01-092-03
215,e01-092-04
215,e01-092-05
215,e01-092-07
151,c03-000b-00
151,c03-000b-02
0,a05-113-00
0,a05-113-01
0,a05-113-03
0,a05-113-04
0,a05-113-05
0,a05-113-06
259,f02-017-00
259,f02-017-02
259,f02-017-03
259,f02-017-04
259,f02-017-05
259,f02-017-06
259,f02-017-08
63,a04-089-00
63,a04-089-02
63,a04-089-03
63,a04-089-04
63,a04-089-06
63,a04-089-07
63,a04-089-08
71,a06-036-00
71,a06-036-01
71,a06-036-02
71,a06-036-03
71,a06-036-04
71,a06-036-06
71,a06-036-07
125,c06-020-00
125,c06-020-01
125,c06-020-05
125,c06-020-06
125,c06-020-07
239,e04-083-00
239,e04-083-01
239,e04-083-03
239,e04-083-04
239,e04-083-05
239,e04-083-06
211,e01-025-01
211,e01-025-03
211,e01-025-06
211,e01-025-07
211,e01-025-09
117,b05-038-00
117,b05-038-01
117,b05-038-02
117,b05-038-04
117,b05-038-05
117,b05-038-06
117,b05-038-07
117,b05-038-08
266,f02-076-00
266,f02-076-01
266,f02-076-02
266,f02-076-03
266,f02-076-04
266,f02-076-06
266,f02-076-07
266,f02-076-08
266,f02-076-09
154,c03-087e-00
154,c03-087e-02
154,c03-087e-05
154,c03-087e-06
154,c03-087e-07
154,c03-087e-08
11,a01-038x-00
11,a01-038x-01
11,a01-038x-02
113,b04-175-00
113,b04-175-01
113,b04-175-02
113,b04-175-04
113,b04-175-05
113,b04-175-06
113,b04-175-07
113,b04-175-08
112,b04-134-02
112,b04-134-03
112,b04-134-04
112,b04-134-05
112,b04-134-08
0,a01-011u-01
0,a01-011u-02
0,a01-011u-03
