writer_id,line_id,Text
142,m01-104-03-03_142_zeal,zeal
120,p02-022-01-03_120_moon,moon
117,f07-024b-07-05_117_embers,embers
125,f04-079-07-01_125_stretch,stretch
75,m06-083-04-02_75_knives,knives
130,c04-144-03-03_130_ACTOR,ACTOR
76,g01-039-00-07_76_yeomen,yeomen
11,f07-069-09-06_11_vivid,vivid
86,g03-032-04-02_86_Flag,Flag
146,g03-004-04-10_146_buns,buns
137,m02-072-04-10_137_homage,homage
129,d04-096-00-04_129_Freedom,Freedom
88,g07-000b-02-09_88_Gamba,Gamba
6,g01-031-10-04_6_vain,vain
99,e06-026-03-01_99_winds,winds
129,d04-096-02-02_129_BRITH,BRITH
66,c04-110-00-00_66_Become,Become
45,n02-033-05-05_45_treat,treat
156,n04-068-07-06_156_mock,mock
77,m04-246-03-03_77_Quelled,Quelled
143,n02-054-08-05_143_citrus,citrus
117,f07-016-03-00_117_tongues,tongues
84,d06-020-08-04_84_nearer,nearer
124,d01-123-00-01_124_verso,verso
75,m06-076-00-02_75_lets,lets
77,m04-246-04-04_77_glasses,glasses
75,m06-031-04-07_75_die,die
62,e06-010-06-05_62_roughs,roughs
26,d07-096-05-05_26_sugyoth,sugyoth
83,n01-057-01-03_83_Bentley,Bentley
54,m02-069-01-08_54_Earth,Earth
158,p02-139-00-12_158_dearie,dearie
41,n02-157-04-04_41_sunken,sunken
129,d04-096-05-05_129_Hebrew,Hebrew
76,g01-039-05-00_76_nal,nal
65,f04-064-02-05_65_peal,peal
134,f07-021a-07-03_134_sighed,sighed
46,d04-016-00-04_46_worm,worm
97,p03-012-01-00_97_ful,ful
124,e01-055-07-00_124_revived,revived
99,d06-104-07-06_99_pupil,pupil
14,n04-163-00-04_14_Fleet,Fleet
62,e06-046-02-00_62_sand,sand
12,d05-025-08-02_12_Books,Books
130,c04-144-01-01_130_switch,switch
155,f04-071-01-08_155_victim,victim
5,m01-095-02-01_5_saucer,saucer
52,n03-120-04-03_52_tossed,tossed
71,n02-028-07-03_71_betaken,betaken
125,f04-074-08-11_125_plump,plump
101,d03-117-04-07_101_boasts,boasts
19,n06-119-02-08_19_Rockies,Rockies
150,f07-009-05-01_150_meal,meal
26,d07-089-01-04_26_verse,verse
62,e06-010-03-07_62_layers,layers
77,m04-246-06-02_77_marge,marge
3,p02-076-05-00_3_seeming,seeming
46,d04-012-05-09_46_worm,worm
89,p02-000-02-02_89_luggage,luggage
121,m04-061-04-09_121_Joy,Joy
25,f04-053-00-07_25_dragged,dragged
75,m06-106-07-08_75_ugly,ugly
40,m01-084-05-00_40_shaving,shaving
75,m06-031-01-11_75_Appa,Appa
143,n02-054-08-01_143_fringed,fringed
11,f07-073-04-06_11_pastry,pastry
151,g02-059-02-10_151_animals,animals
26,d07-102-02-03_26_Spirit,Spirit
10,d06-060-02-06_10_feared,feared
117,f07-013-00-06_117_offers,offers
26,d07-089-10-04_26_thesis,thesis
51,d06-056-02-00_51_Any,Any
117,f07-021b-06-03_117_Esau,Esau
105,d04-111-10-03_105_Mortar,Mortar
124,d01-123-07-07_124_codex,codex
95,p01-147-02-07_95_spades,spades
5,m01-095-02-05_5_dipping,dipping
39,m04-131-01-04_39_Driver,Driver
12,d05-030-00-00_12_Forever,Forever
117,f07-024b-08-02_117_coals,coals
13,g04-043-07-07_13_chapel,chapel
39,m04-113-03-08_39_Roberts,Roberts
27,m02-066-04-03_27_Mos,Mos
11,f07-073-08-07_11_ardour,ardour
15,d04-021-02-00_15_diamond,diamond
77,m04-238-01-00_77_Stared,Stared
66,c04-116-02-11_66_likes,likes
134,f07-024a-05-00_134_length,length
64,e06-003-03-05_64_flow,flow
72,m01-079-04-07_72_vain,vain
147,d04-053-00-00_147_Freedom,Freedom
57,d04-089-04-10_57_Bitter,Bitter
13,g04-048-01-00_13_warming,warming
109,m04-072-09-04_109_whisked,whisked
16,p01-155-05-04_16_chapel,chapel
15,d04-028-02-00_15_creak,creak
144,n02-040-03-06_144_clutch,clutch
114,p06-104-09-01_114_deceit,deceit
64,e06-015-02-02_64_dim,dim
138,p02-109-05-02_138_cad,cad
26,d07-089-09-00_26_Name,Name
3,p02-081-07-02_3_flashed,flashed
5,m01-095-01-03_5_braked,braked
77,m04-246-05-06_77_loaves,loaves
12,d05-021-03-00_12_verily,verily
145,n03-066-06-07_145_refill,refill
64,e06-015-05-05_64_Knoll,Knoll
35,n03-113-09-02_35_clothes,clothes
88,f07-096-01-07_88_gulping,gulping
131,m03-020-03-00_131_lion,lion
114,p06-096-09-00_114_stances,stances
19,n06-082-06-08_19_folks,folks
130,c04-150-04-00_130_craggy,craggy
19,n06-111-07-05_19_Gilburg,Gilburg
150,f07-002-02-07_150_dish,dish
129,d04-096-03-13_129_salt,salt
19,n06-128-08-01_19_pairs,pairs
146,g03-004-00-03_146_ovens,ovens
90,m01-049-02-04_90_aghast,aghast
107,p03-047-04-03_107_Phil,Phil
109,m04-100-05-04_109_boomed,boomed
75,m06-083-05-09_75_Bondi,Bondi
157,p02-027-03-11_157_glanced,glanced
44,g03-064-05-00_44_cessary,cessary
46,d04-012-06-07_46_fulfils,fulfils
146,g03-004-01-00_146_dously,dously
11,f07-073-02-03_11_paprika,paprika
24,n01-031-02-06_24_Ahead,Ahead
99,d06-025-07-04_99_Using,Using
39,m04-113-04-02_39_dogged,dogged
149,n02-114-09-00_149_courage,courage
19,n06-119-03-00_19_lifted,lifted
24,n01-020-06-05_24_screen,screen
29,d01-104-01-05_29_Natural,Natural
139,n01-036-04-01_139_tiny,tiny
123,f07-000-03-00_123_rican,rican
14,n04-163-06-11_14_missus,missus
144,n02-040-00-07_144_Judy,Judy
19,n06-128-01-07_19_camp,camp
10,d06-041-03-06_10_Suppose,Suppose
130,c04-150-05-03_130_ugly,ugly
26,d07-082-07-03_26_Rami,Rami
134,f07-024a-02-05_134_feast,feast
96,g02-065-07-04_96_distal,distal
16,p01-155-02-06_16_ugly,ugly
6,g01-037-03-03_6_release,release
106,f04-032-00-08_106_flood,flood
75,m06-031-01-10_75_Band,Band
100,p03-173-02-06_100_tawny,tawny
140,d05-040-02-06_140_Prayer,Prayer
99,e06-026-02-03_99_east,east
61,n03-064-04-03_61_rocks,rocks
134,f07-021a-04-08_134_Esau,Esau
101,d03-117-05-09_101_Stone,Stone
11,f07-073-09-00_11_streaks,streaks
129,d04-096-01-10_129_Torah,Torah
59,n04-100-05-04_59_verge,verge
156,n04-060-01-03_156_Drink,Drink
134,f07-024a-03-02_134_grill,grill
128,n03-103-03-03_128_wharf,wharf
72,m01-079-01-08_72_path,path
53,m02-055-04-08_53_moaned,moaned
66,c04-116-01-18_66_hits,hits
59,n04-107-00-05_59_Bath,Bath
93,f04-087-03-07_93_Hone,Hone
61,n03-064-00-00_61_Around,Around
60,f07-076a-03-05_60_caraway,caraway
100,p03-173-08-00_100_receive,receive
47,m02-080-05-06_47_banged,banged
134,f07-024a-00-02_134_Homer,Homer
4,n04-209-00-08_4_exhaust,exhaust
95,p01-147-04-10_95_seated,seated
109,m04-100-04-05_109_Mutual,Mutual
75,m06-091-02-00_75_Flor,Flor
145,n03-066-05-01_145_flung,flung
91,p03-027-04-05_91_ominous,ominous
121,m04-061-03-17_121_Leap,Leap
125,f04-079-00-02_125_wrists,wrists
131,m03-020-00-07_131_Trout,Trout
79,p02-150-04-12_79_sensing,sensing
67,c04-165-05-01_67_Brogan,Brogan
116,n01-052-01-02_116_bridge,bridge
134,f07-024a-04-11_134_flames,flames
107,p03-047-05-01_107_Gubbins,Gubbins
149,n02-120-06-01_149_Forrest,Forrest
142,m01-121-04-00_142_ting,ting
95,p01-147-06-06_95_Strange,Strange
100,p03-173-02-02_100_combing,combing
117,f07-016-09-02_117_feast,feast
19,n06-123-04-05_19_shale,shale
12,d05-025-02-07_12_Milton,Milton
122,d04-066-02-01_122_bind,bind
60,f07-081a-08-00_60_writers,writers
19,n06-111-03-09_19_wheeled,wheeled
119,d04-131-06-06_119_Lot,Lot
71,n02-049-04-08_71_letting,letting
113,p02-105-06-01_113_Simone,Simone
149,g03-049-03-00_149_Conrad,Conrad
25,f04-057-04-05_25_tunnels,tunnels
24,n01-031-05-00_24_scanner,scanner
104,g01-012-02-04_104_Gaunt,Gaunt
19,n06-074-06-00_19_Jeannie,Jeannie
134,f07-024a-05-08_134_glowing,glowing
64,e06-003-09-05_64_Dogger,Dogger
26,d07-085-06-03_26_Book,Book
60,f07-076a-03-06_60_perfume,perfume
47,m02-080-04-00_47_plump,plump
135,p02-069-06-06_135_booked,booked
19,n06-119-04-01_19_drawing,drawing
134,f07-024a-02-08_134_dish,dish
19,n06-128-03-06_19_canyon,canyon
30,g01-027-07-02_30_wealth,wealth
11,f07-081b-01-01_11_gusto,gusto
62,d06-111-04-10_62_factors,factors
117,f07-016-03-03_117_surfeit,surfeit
115,d01-019-04-01_115_damaged,damaged
14,n04-163-03-04_14_pubs,pubs
35,n03-113-02-03_35_ashore,ashore
88,f07-096-05-03_88_baked,baked
77,m04-238-04-04_77_Newydd,Newydd
95,p01-147-03-01_95_forks,forks
125,f04-079-03-03_125_roared,roared
127,p03-029-03-07_127_rarely,rarely
25,f04-057-07-07_25_travel,travel
25,f04-057-08-01_25_tunnels,tunnels
121,m04-043-00-01_121_Left,Left
68,d04-032-05-04_68_Altar,Altar
19,n06-092-05-06_19_mining,mining
60,f07-088a-07-02_60_supper,supper
57,d04-086-05-02_57_mortar,mortar
132,n01-004-03-01_132_checked,checked
25,f04-053-02-01_25_verdict,verdict
53,m02-055-06-02_53_hers,hers
99,d06-025-05-00_99_dwells,dwells
105,d04-111-00-10_105_Moraur,Moraur
150,f07-009-04-07_150_sharing,sharing
19,n06-074-03-10_19_reining,reining
60,f07-076a-02-05_60_gypsy,gypsy
33,d04-050-01-05_33_united,united
56,d04-058-05-05_56_lest,lest
11,f07-084b-03-07_11_waxed,waxed
150,f07-006-02-06_150_thrifty,thrifty
80,m01-131-03-01_80_paced,paced
120,p02-022-04-04_120_hers,hers
60,f07-084a-08-00_60_broth,broth
125,f04-079-04-01_125_letters,letters
107,p03-047-09-04_107_Load,Load
6,g01-034-00-08_6_victory,victory
134,f07-021a-03-09_134_Jacob,Jacob
64,e06-003-07-01_64_Fladen,Fladen
46,d04-012-02-02_46_SHAMIR,SHAMIR
56,d04-058-01-01_56_masters,masters
31,f04-043-07-02_31_nowhere,nowhere
109,m04-093-03-02_109_Looked,Looked
57,d04-086-01-06_57_sealed,sealed
48,c04-139-03-03_48_Malcolm,Malcolm
124,d01-123-02-00_124_sending,sending
88,f07-096-04-01_88_Dickens,Dickens
7,m01-136-01-03_7_awaited,awaited
48,c04-134-02-02_48_stars,stars
36,g01-008-00-09_36_Vienne,Vienne
58,g03-040-04-04_58_Corner,Corner
62,e06-010-01-01_62_descent,descent
26,d07-100-02-04_26_verse,verse
62,e06-010-00-03_62_trench,trench
48,c04-134-02-06_48_Hiding,Hiding
83,n01-057-02-04_83_bridge,bridge
62,e06-010-04-02_62_Bottom,Bottom
130,c04-150-02-10_130_gawky,gawky
95,p01-147-09-00_95_gasp,gasp
146,g03-004-02-04_146_bread,bread
113,p02-105-07-00_113_kisses,kisses
92,g01-074-03-02_92_Kyrkby,Kyrkby
140,d05-040-03-07_140_bishop,bishop
149,n02-127-03-10_149_push,push
39,m04-131-06-04_39_flock,flock
34,d06-100-01-03_34_groove,groove
50,p02-115-00-08_50_Wake,Wake
2,n02-004-02-06_2_bland,bland
109,m04-072-07-01_109_clips,clips
149,g03-049-01-03_149_parsons,parsons
39,m04-107-00-02_39_Eth,Eth
36,g01-004-04-06_36_Jean,Jean
26,d07-100-00-09_26_Temple,Temple
154,p02-135-00-04_154_dance,dance
142,m01-104-06-00_142_caped,caped
92,g01-074-06-00_92_quarrel,quarrel
139,n01-036-01-07_139_haze,haze
138,p02-109-06-00_138_weakly,weakly
76,g01-045-09-00_76_vely,vely
64,e06-015-03-03_64_harder,harder
12,d05-030-06-01_12_Jesuit,Jesuit
34,e06-033-04-05_34_tide,tide
104,g01-019-01-05_104_via,via
129,d04-101-03-00_129_meek,meek
144,n02-045-08-00_144_fault,fault
158,p02-139-01-05_158_cards,cards
61,n03-064-00-02_61_rounded,rounded
51,e06-000-03-04_51_daytime,daytime
52,n03-120-09-00_52_huh,huh
52,n03-120-02-00_52_dragged,dragged
143,n02-054-08-00_143_path,path
122,d04-066-06-00_122_ne,ne
109,m04-093-04-05_109_bless,bless
156,n04-060-05-07_156_Jerry,Jerry
99,d06-104-09-03_99_Friday,Friday
156,n04-048-09-01_156_tonic,tonic
14,n04-130-04-06_14_rim,rim
122,d04-066-08-06_122_befall,befall
125,f04-074-04-09_125_unhappy,unhappy
114,p06-047-07-03_114_pad,pad
92,g01-067-04-09_92_groat,groat
88,f07-096-00-00_88_Wagner,Wagner
152,n03-126-01-05_152_Toss,Toss
53,m02-055-08-04_53_Rocket,Rocket
60,f07-092a-05-06_60_cloth,cloth
117,f07-024b-00-02_117_Homer,Homer
75,m06-106-07-01_75_gravity,gravity
99,e06-026-08-06_99_Norfolk,Norfolk
134,f07-024a-01-08_134_boiling,boiling
75,m06-048-05-03_75_souls,souls
48,c04-134-05-00_48_THREE,THREE
117,f07-024b-06-01_117_flames,flames
124,e01-055-03-01_124_covers,covers
91,p03-027-02-01_91_shouted,shouted
36,g01-008-07-01_36_Gaunt,Gaunt
128,n03-097-08-01_128_recover,recover
103,p01-168-04-00_103_hunted,hunted
150,f07-006-05-05_150_morsels,morsels
130,c04-150-06-04_130_Potter,Potter
93,f04-087-02-00_93_Hone,Hone
24,n01-020-04-04_24_Blanc,Blanc
19,n06-100-07-08_19_Blasted,Blasted
64,e06-015-07-02_64_travel,travel
39,m04-131-04-01_39_Eth,Eth
155,f04-071-02-01_155_foul,foul
66,c04-110-01-02_66_Bella,Bella
124,d01-123-05-06_124_quire,quire
6,g01-031-01-02_6_alien,alien
104,g01-019-01-06_104_Calais,Calais
151,g02-059-05-07_151_expels,expels
117,f07-013-03-01_117_affords,affords
60,f07-092a-04-02_60_dish,dish
86,g03-032-04-03_86_badge,badge
39,m04-123-00-02_39_awaited,awaited
112,m02-109-04-00_112_minions,minions
135,p02-069-05-00_135_Lilyan,Lilyan
109,m04-100-03-03_109_Control,Control
139,n01-036-01-00_139_naked,naked
150,f07-006-02-01_150_meal,meal
60,f07-084a-10-03_60_Green,Green
39,m04-123-09-02_39_stars,stars
118,g04-068-03-05_118_Fund,Fund
66,c04-116-02-12_66_songs,songs
155,f04-071-09-06_155_Coast,Coast
12,d05-008-02-06_12_Plot,Plot
88,f07-092b-00-00_88_Dante,Dante
70,p02-008-05-04_70_fetch,fetch
16,p01-155-02-04_16_sulky,sulky
32,m03-006-05-08_32_Indians,Indians
32,m03-006-05-02_32_jungle,jungle
68,d04-037-00-07_68_Altar,Altar
106,f04-032-08-02_106_proceed,proceed
156,n04-052-03-05_156_flashed,flashed
105,d04-111-04-04_105_Pesach,Pesach
129,d04-101-02-05_129_Torah,Torah
30,g01-025-08-04_30_prelude,prelude
11,f07-069-04-04_11_classic,classic
4,n04-218-04-07_4_Turton,Turton
11,f07-073-03-02_11_aerian,aerian
89,p02-000-06-00_89_flights,flights
9,n03-106-08-02_9_pier,pier
6,g01-037-01-07_6_tied,tied
26,d07-089-10-09_26_Levi,Levi
134,f07-019a-01-05_134_mammoth,mammoth
12,d05-030-00-06_12_Laud,Laud
90,m01-049-04-04_90_shuffle,shuffle
104,g01-016-04-00_104_plate,plate
41,n02-157-08-00_41_rocks,rocks
11,f07-084b-08-02_11_Soles,Soles
68,d04-032-05-08_68_emit,emit
139,n01-036-04-09_139_needle,needle
82,g02-062-03-08_82_Chapter,Chapter
88,f07-092b-02-00_88_turbot,turbot
67,c04-165-07-07_67_Eton,Eton
117,f07-019b-01-03_117_dishes,dishes
44,g03-064-00-00_44_Alf,Alf
124,e01-055-03-07_124_bobbles,bobbles
147,d04-047-02-00_147_summons,summons
114,p06-088-07-00_114_touched,touched
29,d01-098-04-06_29_stored,stored
39,m04-131-02-01_39_peered,peered
12,d05-025-06-05_12_Book,Book
105,d04-111-00-03_105_Matzo,Matzo
122,d04-066-08-02_122_grasp,grasp
92,g01-074-00-04_92_turmoil,turmoil
155,f04-071-02-05_155_verdict,verdict
54,m02-069-00-09_54_cosmos,cosmos
11,f07-073-05-05_11_Turks,Turks
117,f07-024b-10-02_117_urns,urns
15,d04-028-00-03_15_stone,stone
3,p02-076-03-05_3_tables,tables
19,n06-100-07-00_19_Dead,Dead
99,e06-049-05-05_99_move,move
146,g03-004-02-00_146_mix,mix
121,m04-030-01-09_121_enfold,enfold
6,g01-031-05-00_6_guilds,guilds
88,f07-101b-00-06_88_Carlyle,Carlyle
19,n06-123-02-05_19_Gilburg,Gilburg
93,f04-083-01-05_93_bun,bun
3,p02-081-01-06_3_Lilyan,Lilyan
30,g01-027-02-01_30_aside,aside
151,g02-059-03-03_151_warmer,warmer
116,n01-052-00-09_116_scanner,scanner
6,g01-031-07-06_6_booty,booty
11,f07-069-08-00_11_Hungary,Hungary
41,n02-157-05-03_41_anxious,anxious
29,d01-098-02-08_29_robust,robust
11,f07-084b-05-13_11_brew,brew
40,m01-084-04-00_40_buzzing,buzzing
40,m01-084-00-03_40_deadly,deadly
149,g03-049-04-03_149_League,League
107,p03-047-02-01_107_lad,lad
26,d07-100-09-03_26_verse,verse
108,n02-062-04-00_108_idyllic,idyllic
15,d04-021-06-14_15_stone,stone
99,e06-049-05-01_99_reaches,reaches
155,f04-068-02-08_155_tunnel,tunnel
19,n06-128-00-07_19_trail,trail
150,f07-002-01-00_150_Suffice,Suffice
76,g01-039-02-00_76_teenth,teenth
125,f04-079-04-09_125_identi,identi
44,g03-064-00-01_44_Barton,Barton
123,f07-000-07-01_123_covet,covet
88,f07-088b-06-04_88_milk,milk
121,m04-061-02-15_121_Dropped,Dropped
64,e06-030-04-03_64_breeze,breeze
130,c04-150-04-06_130_baffled,baffled
68,d04-032-07-07_68_seventh,seventh
66,c04-116-02-08_66_Pan,Pan
109,m04-100-02-09_109_bitter,bitter
121,m04-061-03-01_121_mask,mask
65,f04-064-04-00_65_sounds,sounds
129,d04-096-06-09_129_Oral,Oral
115,d01-019-03-08_115_codex,codex
17,p03-072-05-06_17_Imagine,Imagine
4,n04-202-00-00_4_Glad,Glad
136,d01-080-04-03_136_omitted,omitted
49,m03-033-03-05_49_lord,lord
117,f07-021b-05-01_117_Jacob,Jacob
51,e06-021-04-01_51_robin,robin
41,n02-157-07-04_41_boats,boats
155,f04-068-07-00_155_victim,victim
39,m04-123-09-06_39_distant,distant
92,g01-074-08-03_92_tempt,tempt
121,m04-061-02-07_121_banged,banged
42,g03-000-05-03_42_Being,Being
4,n04-218-07-06_4_harder,harder
12,d05-021-02-09_12_Christ,Christ
102,m01-149-00-09_102_Carling,Carling
90,m01-049-09-05_90_agape,agape
22,m03-114-03-08_22_Indeed,Indeed
131,m03-020-01-03_131_martyrs,martyrs
91,p03-027-05-08_91_sworn,sworn
104,g01-019-07-00_104_Calais,Calais
82,g02-062-04-08_82_gauged,gauged
9,n03-106-00-07_9_huskily,huskily
69,m01-125-03-04_69_saucers,saucers
153,d01-052-06-00_153_wording,wording
77,m04-246-06-10_77_ham,ham
109,m04-100-01-03_109_Stung,Stung
104,g01-016-04-05_104_knights,knights
87,m02-087-01-01_87_Wise,Wise
99,d06-067-02-02_99_taxes,taxes
128,n03-097-02-04_128_pier,pier
60,f07-081a-01-05_60_gusto,gusto
16,p01-155-08-00_16_dly,dly
65,f04-064-05-09_65_thrill,thrill
140,d05-040-05-03_140_handy,handy
69,m01-125-01-06_69_quiet,quiet
136,d01-080-01-04_136_Dots,Dots
148,g04-052-03-06_148_artist,artist
24,n01-020-06-02_24_peaks,peaks
75,m06-042-05-00_75_Flor,Flor
86,g03-032-04-01_86_Red,Red
149,n02-109-03-08_149_Forrest,Forrest
28,m02-059-05-02_28_Static,Static
117,f07-024b-04-03_117_grill,grill
120,p02-022-00-08_120_stroll,stroll
80,m01-131-00-07_80_enter,enter
75,m06-076-04-06_75_thumbs,thumbs
33,d04-050-03-00_33_gratify,gratify
37,p01-174-05-08_37_verger,verger
48,c04-134-00-06_48_Brave,Brave
25,f04-053-02-04_25_wilful,wilful
64,d06-107-05-05_64_toes,toes
109,m04-081-05-04_109_Peered,Peered
91,p03-027-01-13_91_tiny,tiny
88,f07-096-04-04_88_menu,menu
114,p06-052-01-02_114_deadly,deadly
24,n01-020-01-01_24_switch,switch
64,e06-003-04-03_64_related,related
74,p03-040-06-03_74_Load,Load
131,m03-020-03-07_131_hurts,hurts
9,n03-106-11-00_9_pier,pier
100,p03-173-04-06_100_seized,seized
149,r03-053-02-07_149_vowels,vowels
109,m04-078-00-05_109_luckily,luckily
88,g07-000b-03-06_88_wished,wished
155,f04-071-05-02_155_Tunnel,Tunnel
109,m04-072-03-05_109_Mofydd,Mofydd
62,d06-003-01-10_62_adults,adults
88,f07-096-03-08_88_writer,writer
