writer_id,line_id
150,c03-003a-07
124,b06-004-05
8,a01-014x-02
8,a01-014x-04
0,a05-000-07
117,b05-042-05
0,a01-132u-01
133,c06-116-01
133,c06-116-03
133,c06-116-10
123,b06-023-01
50,a03-037-06
0,a01-091u-04
0,a01-091u-07
131,b06-068-05
131,b06-068-07
152,c03-000c-05
129,c06-014-00
129,c06-014-07
132,b06-082-00
132,b06-082-07
148,c02-082-00
122,b05-088-07
152,c03-016c-04
152,c03-016c-08
92,b01-089-00
92,b01-089-03
92,b01-089-07
92,b01-084-01
92,b01-084-06
92,b01-084-07
0,a01-053u-01
0,a01-053u-03
0,a01-053u-05
0,a01-053u-06
0,a01-053u-07
64,a04-103-03
64,a04-103-04
154,c03-096e-01
231,e04-011-03
231,e04-011-06
123,b06-000-06
0,a01-007u-03
0,a01-007u-05
103,b03-098-00
103,b03-098-02
103,b03-098-05
84,a06-119-01
84,a06-119-03
84,a06-119-05
138,c02-003-02
154,c03-003e-03
143,c02-035-02
214,e01-081-01
111,b04-121-01
58,a04-000-02
110,b04-089-01
110,b04-089-07
239,k04-017-02
239,k04-017-07
104,b03-104-00
104,b03-104-01
104,b03-104-04
132,c06-091-04
244,e07-003-02
116,b05-032-01
112,b04-147-04
134,b06-087-02
235,e04-043-00
235,e04-043-02
235,e04-043-06
0,a03-050-07
87,b01-004-05
87,b01-004-06
239,g04-003-03
239,g04-003-04
239,g04-003-06
112,b04-154-01
151,c03-016b-06
151,c03-016b-07
17,b01-057-00
17,b01-057-04
0,a01-014u-02
0,a01-014u-04
17,b01-062-04
17,b01-062-08
212,e01-035-00
212,e01-035-03
212,e01-035-04
212,e01-035-05
19,a01-122-05
19,a01-122-07
252,f01-070-04
22,a02-004-00
22,a02-004-02
22,a02-004-05
22,a02-004-08
14,a01-058x-02
14,a01-058x-08
247,e07-086-01
247,e07-086-02
247,e07-086-08
246,e07-072-03
246,e07-072-07
246,e07-072-10
132,b06-045-01
62,a04-069-07
16,a01-077-02
16,a01-077-03
30,a02-057-01
30,a02-057-04
30,a02-057-05
0,a05-025-09
25,a02-017-05
139,c02-017-09
150,c03-084a-06
150,c03-084a-07
37,a02-111-01
226,e02-091-06
130,c06-000-04
155,c03-081f-00
155,c03-081f-01
155,c03-081f-06
121,b05-098-05
121,b05-098-09
275,f04-028-08
32,a02-067-00
32,a02-067-08
93,b01-118-05
250,f01-058-02
250,f01-058-06
250,f01-058-07
250,f01-058-09
0,a05-044-06
245,e07-007-00
37,a02-102-00
37,a02-102-02
91,b01-073-03
91,b01-073-09
16,a01-091-00
16,a01-091-01
16,a01-091-06
16,a01-091-07
162,c04-050-02
162,c04-050-03
162,c04-050-04
162,c04-050-08
155,c03-000f-04
155,c03-000f-05
113,b04-169-01
113,b04-169-05
153,c03-084d-01
153,c03-084d-06
263,f02-038-08
237,e04-068-02
125,b06-008-03
125,b06-008-04
125,b06-008-08
248,e07-098-09
64,a04-099-01
64,a04-099-03
64,a04-099-04
64,a04-099-05
64,a04-099-07
64,a04-099-09
0,a05-121-02
250,f01-053-06
0,a01-043u-04
0,a01-043u-08
256,f01-147-00
130,b06-032-00
130,b06-032-01
130,b06-032-03
217,g01-000-06
29,a02-053-02
216,e01-113-01
216,e01-113-03
0,a01-049u-07
90,b01-044-05
93,b01-122-03
93,b01-122-05
94,b01-127-00
247,e07-076-07
147,c02-078-01
68,a06-014-00
68,a06-014-06
68,a06-014-07
68,a06-014-08
68,a06-014-09
26,a02-090-04
248,e07-108-04
248,e07-108-07
133,c06-043-03
133,c06-043-05
133,c06-043-08
37,a03-047-02
151,c03-007b-01
151,c03-007b-04
0,a01-049x-08
0,a01-128u-00
0,a01-128u-03
0,a01-128u-06
0,a01-128u-09
20,a01-132-00
20,a01-132-04
20,a01-132-10
76,a06-064-07
76,a06-064-09
56,a03-066-00
56,a03-066-02
56,a03-066-07
248,e07-101-09
241,e04-091-01
233,e04-026-01
229,e02-117-06
25,a02-020-03
62,a04-066-02
62,a04-066-07
273,g04-011-04
273,g04-011-05
154,c03-007e-00
154,c03-007e-06
146,c02-059-09
146,c02-059-10
15,a01-063x-04
15,a01-063x-05
15,a01-063x-06
15,a01-063x-09
136,c01-066-05
136,c01-066-07
136,c01-066-09
213,e01-059-00
213,e01-059-02
9,a01-020-01
9,a01-020-03
9,a01-020-08
153,c03-021d-02
85,a06-147-06
215,e01-092-06
151,c03-000b-03
0,a05-113-02
0,a05-113-07
0,a05-113-08
259,f02-017-01
259,f02-017-07
63,a04-089-01
63,a04-089-05
63,a04-089-09
125,c06-020-02
125,c06-020-03
125,c06-020-04
211,e01-025-00
211,e01-025-02
211,e01-025-04
211,e01-025-05
211,e01-025-08
117,b05-038-03
266,f02-076-05
154,c03-087e-01
154,c03-087e-03
154,c03-087e-04
112,b04-134-00
112,b04-134-01
112,b04-134-06
0,a01-011u-00
0,a01-011u-07
0,a01-011u-08
97,b02-097-03
97,b02-097-04
97,b02-097-05
135,c01-009-02
135,c01-009-03
135,c01-009-08
246,e07-066-01
88,b01-018-05
88,b01-018-07
131,b06-042-01
131,b06-042-10
0,a05-094-05
0,a05-094-09
13,a01-053-00
13,a01-053-07
151,c03-087b-02
19,a01-117-03
19,a01-117-05
62,a04-072-04
133,c06-080-06
133,c06-080-09
156,c03-007-00
156,c03-007-01
156,c03-007-03
24,a02-012-02
13,a01-063-08
13,a01-063-09
129,b06-027-00
129,b06-027-05
155,c03-084f-01
155,c03-084f-06
155,c03-084f-07
114,b04-187-01
161,c04-039-03
19,a01-128-07
0,a05-053-02
0,a05-053-03
0,a05-053-07
212,e01-032-06
269,f03-182-02
269,f03-182-05
219,e02-014-04
154,c03-016e-09
80,a06-095-00
80,a06-095-08
80,a06-095-09
0,a01-063u-02
0,a01-063u-03
0,a01-063u-08
107,b04-010-01
107,b04-010-05
107,b04-000-00
107,b04-000-06
31,a02-062-01
0,a05-108-02
0,a05-108-03
124,b06-075-06
124,b06-075-09
0,a05-069-03
0,a05-069-05
0,a05-069-08
150,c03-096a-03
150,c03-021a-04
150,c03-021a-08
154,c03-084e-00
154,c03-084e-07
94,b01-136-00
94,b01-136-02
150,c03-016a-04
129,c06-138-00
129,c06-138-02
64,a04-096-03
119,b05-074-10
150,c03-081a-00
150,c03-081a-08
154,c03-094e-08
154,c03-094e-09
0,a05-017-00
0,a05-017-01
43,a03-014-06
43,a03-014-08
119,g05-094-02
151,c03-084b-03
79,a06-090-00
79,a06-090-06
25,a02-032-00
0,a01-087u-06
58,a04-003-03
220,e02-018-01
7,a01-014-01
3,a01-003x-00
3,a01-003x-05
216,e01-107-00
113,b04-162-01
113,b04-162-07
152,c03-081c-06
125,b06-056-00
125,b06-056-03
106,b03-114-03
40,a03-006-03
163,c04-066-02
163,c04-066-03
163,c04-066-06
93,b01-113-03
93,b01-113-05
211,e01-022-03
211,e01-022-06
60,a04-035-01
60,a04-035-06
10,a01-020x-01
10,a01-020x-06
141,c02-026-00
141,c02-026-01
141,c02-026-02
74,a06-051-01
74,a06-051-05
74,a06-051-06
74,a06-051-07
133,b06-064-04
133,b06-064-07
133,b06-064-08
133,b06-064-09
117,b05-045-00
117,b05-045-03
89,b01-033-04
61,a04-054-04
0,a01-107u-01
0,a01-107u-02
0,a01-107u-06
0,a01-107u-07
151,c03-094b-08
153,c03-096d-01
153,c03-096d-02
167,c04-105-06
270,f03-191-01
82,a06-110-03
82,a06-110-04
0,a01-026u-05
234,e04-038-05
46,a03-023-08
46,a03-023-09
46,a03-023-10
54,a03-059-04
54,a03-059-08
54,a03-059-10
0,a03-073-00
0,a03-073-02
0,a03-073-04
0,a03-073-05
0,a03-073-06
0,a03-073-09
0,a03-073-10
140,c02-022-07
8,a01-026x-04
8,a01-026x-06
8,a01-026x-08
128,b06-019-03
128,b06-019-07
272,f04-011-02
272,f04-011-07
247,e07-090-00
247,e07-090-02
0,a05-029-05
150,c03-007a-01
150,c03-007a-02
153,c03-094d-05
153,c03-094d-06
217,e01-119-04
217,e01-119-07
49,a03-034-03
49,a03-034-06
124,b06-049-02
124,b06-049-03
124,b06-049-06
124,b06-049-09
88,b01-023-01
222,e02-025-00
222,e02-025-06
161,c04-044-05
235,e04-052-00
26,a02-037-00
259,f02-033-01
259,f02-033-02
259,f02-033-04
112,b04-140-03
112,b04-140-08
0,a05-089-02
0,a05-089-06
0,a05-089-08
0,a01-058u-00
0,a01-058u-06
0,a01-058u-07
0,a05-073-05
78,a06-075-04
78,a06-075-06
78,a06-075-07
78,a06-075-08
237,e04-062-06
90,b01-049-05
90,b01-049-06
90,b01-049-07
158,c04-008-05
139,c02-007-07
144,c02-049-02
144,c02-049-09
272,f04-004-05
47,a03-027-06
128,c06-027-05
0,a01-122u-05
0,a01-122u-09
120,b05-079-04
120,b05-079-07
120,b05-079-08
110,b04-103-02
110,b04-103-06
0,a01-113u-02
0,a01-113u-03
0,a01-113u-04
0,a01-113u-09
95,b02-013-07
95,b02-013-09
0,a05-104-02
0,a05-104-06
160,c04-023-00
160,c04-023-04
0,a01-003u-10
72,a06-039-02
72,a06-039-03
72,a06-039-04
72,a06-039-06
247,e07-079-01
247,e07-079-05
247,e07-079-06
0,a03-071-05
0,a03-071-07
83,a06-114-00
83,a06-114-03
83,a06-114-07
0,a05-022-02
0,a05-022-07
153,c03-087d-08
109,b04-066-02
130,c06-031-00
130,c06-031-01
130,c06-031-05
155,c03-087f-01
273,g04-007-06
53,a03-054-02
53,a03-054-10
258,f02-003-04
258,f02-003-05
246,e07-012-08
273,g04-095-01
273,g04-095-03
273,g04-095-04
273,g04-095-07
128,c06-128-06
248,e07-094-06
133,b06-100-04
225,e02-086-04
162,c04-056-00
162,c04-056-01
162,c04-056-03
162,c04-056-04
155,c03-021f-05
153,c03-000d-03
153,c03-000d-04
153,c03-000d-06
154,c03-021e-07
131,c06-095-01
131,c06-095-02
131,c06-095-05
131,c06-095-06
94,b01-132-02
94,b01-132-04
89,b01-027-00
25,a02-024-01
12,a01-043-04
12,a01-043-09
60,a04-039-01
2,a01-003-02
2,a01-003-04
2,a01-003-08
155,c03-007f-01
155,c03-007f-02
155,c03-007f-05
152,c03-007c-05
231,e04-015-01
107,b04-020-02
107,b04-020-05
107,b04-020-07
0,a05-039-06
95,b02-035-00
95,b02-035-05
14,a01-053x-03
14,a01-053x-08
246,e07-061-04
246,e07-061-10
123,c06-100-05
114,b04-202-04
273,f04-007-01
129,c06-103-00
129,c06-103-03
129,c06-103-09
217,f01-139-04
12,a01-049-03
12,a01-049-08
92,b01-094-08
66,a06-000-07
152,c03-003c-01
152,c03-003c-07
152,c03-003c-08
117,b05-050-04
140,c02-012-02
140,c02-012-05
0,a05-080-04
0,a05-080-05
127,b06-053-03
16,a01-102-05
16,a01-102-06
150,c03-094a-00
150,c03-094a-03
150,c03-094a-05
150,c03-094a-07
