writer_id,line_id
128,b06-071-03
128,b06-071-04
128,b06-071-05
128,b06-071-06
128,b06-071-07
128,b06-071-08
128,b06-071-09
000,a05-013-00
000,a05-013-01
000,a05-013-02
000,a05-013-03
000,a05-013-04
000,a05-013-05
000,a05-013-06
000,a05-013-07
165,c04-080-00
165,c04-080-01
165,c04-080-02
165,c04-080-03
165,c04-080-04
165,c04-080-05
165,c04-080-06
036,a02-086-00
036,a02-086-01
036,a02-086-02
036,a02-086-03
036,a02-086-04
036,a02-086-05
036,a02-086-06
635,r06-027-06
060,a04-043-00
060,a04-043-01
060,a04-043-02
060,a04-043-03
060,a04-043-04
060,a04-043-05
060,a04-043-07
261,f02-030-05
261,f02-030-06
000,a01-096u-00
000,a01-096u-01
000,a01-096u-02
000,a01-096u-03
000,a01-096u-04
000,a01-096u-05
000,a01-096u-06
000,a01-096u-07
000,a01-096u-08
000,a01-096u-09
340,g06-042i-04
255,f01-135-00
255,f01-135-01
255,f01-135-02
255,f01-135-03
255,f01-135-04
255,f01-135-05
255,f01-135-06
255,f01-135-07
255,f01-135-08
255,f01-135-09
255,f01-135-10
041,a03-009-00
041,a03-009-03
041,a03-009-04
041,a03-009-06
041,a03-009-07
341,g06-050j-00
341,g06-050j-01
341,g06-050j-03
341,g06-050j-04
341,g06-050j-05
341,g06-050j-06
341,g06-050j-07
341,g06-050j-08
241,e04-099-00
241,e04-099-01
241,e04-099-02
241,e04-099-03
241,e04-099-04
241,e04-099-05
088,b01-014-00
088,b01-014-01
088,b01-014-02
088,b01-014-05
088,b01-014-06
088,b01-014-07
334,g06-011c-00
334,g06-011c-01
334,g06-011c-04
334,g06-011c-05
334,g06-011c-06
334,g06-011c-07
334,g06-011c-09
123,b06-097-00
123,b06-097-01
123,b06-097-02
123,b06-097-03
123,b06-097-04
123,b06-097-05
123,b06-097-06
123,b06-097-07
063,a04-081-00
063,a04-081-01
063,a04-081-02
063,a04-081-03
063,a04-081-04
063,a04-081-05
063,a04-081-06
063,a04-081-07
063,a04-081-08
063,a04-081-09
000,a01-072u-00
000,a01-072u-01
000,a01-072u-02
000,a01-072u-03
000,a01-072u-04
000,a01-072u-05
000,a01-072u-06
000,a01-072u-07
000,a01-072u-08
153,c03-003d-00
153,c03-003d-01
153,c03-003d-02
153,c03-003d-03
153,c03-003d-04
153,c03-003d-05
153,c03-003d-06
153,c03-003d-07
153,c03-003d-08
111,b04-116-00
336,g06-026e-02
336,g06-026e-04
215,e01-102-00
215,e01-102-04
215,e01-102-05
215,e01-102-06
215,e01-102-08
134,b06-090-00
134,b06-090-01
134,b06-090-02
134,b06-090-03
134,b06-090-04
134,b06-090-05
134,b06-090-06
142,c02-030-03
142,c02-030-04
142,c02-030-05
142,c02-030-06
142,c02-030-07
142,c02-030-08
034,a02-078-00
034,a02-078-01
034,a02-078-04
034,a02-078-05
034,a02-078-06
034,a02-078-07
034,a02-078-08
034,a02-078-09
091,b01-079-00
091,b01-079-01
091,b01-079-02
091,b01-079-03
091,b01-079-04
091,b01-079-05
091,b01-079-06
091,b01-079-07
091,b01-079-08
091,b01-079-09
091,b01-079-10
065,a05-004-00
065,a05-004-01
065,a05-004-02
065,a05-004-03
065,a05-004-04
065,a05-004-05
065,a05-004-06
065,a05-004-07
065,a05-004-08
065,a05-004-09
336,g06-037e-02
336,g06-037e-04
153,c03-007d-00
153,c03-007d-01
153,c03-007d-02
153,c03-007d-03
153,c03-007d-04
153,c03-007d-05
153,c03-007d-06
153,c03-007d-07
153,c03-007d-08
123,c06-039-00
123,c06-039-02
123,c06-039-03
123,c06-039-06
123,c06-039-07
017,a01-087-00
017,a01-087-01
017,a01-087-02
017,a01-087-03
017,a01-087-04
017,a01-087-05
017,a01-087-06
017,a01-087-07
128,c06-076-00
128,c06-076-01
128,c06-076-02
128,c06-076-03
128,c06-076-04
128,c06-076-05
128,c06-076-06
128,c06-076-07
128,c06-076-08
128,c06-076-09
065,a05-009-00
065,a05-009-01
065,a05-009-02
065,a05-009-03
065,a05-009-04
065,a05-009-05
065,a05-009-06
268,f03-174-02
268,f03-174-03
268,f03-174-04
224,e02-082-01
224,e02-082-02
224,e02-082-03
224,e02-082-04
224,e02-082-05
224,e02-082-06
224,e02-082-07
332,g06-031a-00
332,g06-031a-02
332,g06-031a-03
332,g06-031a-05
332,g06-031a-06
332,g06-031a-07
000,a01-102u-00
000,a01-102u-01
000,a01-102u-02
000,a01-102u-03
000,a01-102u-04
000,a01-102u-05
000,a01-102u-06
000,a01-102u-07
000,a01-102u-08
127,c06-106-00
127,c06-106-01
127,c06-106-02
127,c06-106-03
127,c06-106-04
127,c06-106-05
127,c06-106-06
127,c06-106-07
127,c06-106-08
127,c06-106-09
127,c06-106-10
248,e07-105-00
248,e07-105-01
248,e07-105-02
248,e07-105-03
248,e07-105-04
248,e07-105-05
248,e07-105-06
232,e04-019-00
232,e04-019-01
232,e04-019-02
232,e04-019-03
232,e04-019-04
232,e04-019-05
232,e04-019-06
232,e04-019-07
165,c04-128-00
165,c04-128-01
165,c04-128-02
165,c04-128-03
165,c04-128-04
165,c04-128-05
165,c04-128-06
165,c04-128-07
636,r02-000-00
636,r02-000-01
636,r02-000-02
636,r02-000-03
636,r02-000-04
636,r02-000-05
636,r02-000-06
636,r02-000-07
001,a01-000x-00
001,a01-000x-01
001,a01-000x-02
001,a01-000x-03
001,a01-000x-04
001,a01-000x-05
234,e04-034-07
223,e02-074-00
223,e02-074-01
223,e02-074-02
223,e02-074-03
223,e02-074-04
223,e02-074-05
223,e02-074-06
223,e02-074-07
223,e02-074-08
223,e02-074-09
223,e02-074-10
084,a06-128-00
084,a06-128-01
084,a06-128-02
084,a06-128-03
084,a06-128-04
084,a06-128-05
084,a06-128-06
084,a06-128-07
084,a06-128-08
084,a06-128-09
013,a01-058-00
013,a01-058-01
013,a01-058-02
013,a01-058-03
013,a01-058-04
013,a01-058-05
013,a01-058-06
013,a01-058-07
013,a01-058-08
013,a01-058-09
000,a01-030u-00
000,a01-030u-01
000,a01-030u-02
000,a01-030u-03
000,a01-030u-04
000,a01-030u-05
000,a01-030u-06
000,a01-030u-07
000,a01-030u-08
000,a01-030u-09
000,a01-030u-10
328,g04-088-00
328,g04-088-01
328,g04-088-02
328,g04-088-03
328,g04-088-04
328,g04-088-05
328,g04-088-06
328,g04-088-07
328,g04-088-08
328,g04-088-09
328,g04-088-10
328,g04-088-11
000,a01-020u-00
000,a01-020u-01
000,a01-020u-02
000,a01-020u-03
000,a01-020u-04
000,a01-020u-05
000,a01-020u-06
000,a01-020u-07
000,a01-020u-08
274,f04-020-05
098,b02-102-02
098,b02-102-04
000,a05-116-00
000,a05-116-01
000,a05-116-02
000,a05-116-03
000,a05-116-04
000,a05-116-05
000,a05-116-06
000,a05-116-07
000,a05-116-08
000,a05-116-09
000,a05-125-00
000,a05-125-01
000,a05-125-02
000,a05-125-03
000,a05-125-04
000,a05-125-05
000,a05-125-06
127,b06-015-00
127,b06-015-01
127,b06-015-02
127,b06-015-03
127,b06-015-04
127,b06-015-05
127,b06-015-06
127,b06-015-07
127,b06-015-08
127,b06-015-09
127,b06-015-10
154,c03-000e-00
154,c03-000e-01
154,c03-000e-03
154,c03-000e-04
154,c03-000e-05
154,c03-000e-06
154,c03-000e-07
159,c04-017-00
159,c04-017-01
159,c04-017-02
645,r02-070-04
645,r02-070-05
645,r02-070-06
060,a04-031-00
060,a04-031-01
060,a04-031-02
060,a04-031-03
060,a04-031-04
060,a04-031-05
060,a04-031-06
060,a04-031-08
113,b04-181-00
113,b04-181-01
113,b04-181-02
113,b04-181-03
113,b04-181-04
113,b04-181-05
113,b04-181-06
264,f02-040-00
264,f02-040-03
264,f02-040-04
264,f02-040-08
264,f02-040-09
341,g06-018j-00
341,g06-018j-01
341,g06-018j-02
341,g06-018j-03
341,g06-018j-04
341,g06-018j-05
341,g06-018j-06
341,g06-018j-07
213,e01-062-00
213,e01-062-01
213,e01-062-02
213,e01-062-04
213,e01-062-05
341,g06-045j-00
341,g06-045j-01
341,g06-045j-02
341,g06-045j-03
341,g06-045j-04
341,g06-045j-05
341,g06-045j-06
341,g06-045j-07
037,a02-106-00
037,a02-106-01
037,a02-106-02
037,a02-106-06
037,a02-106-07
037,a02-106-08
037,a02-106-09
275,f04-024-02
275,f04-024-03
275,f04-024-04
275,f04-024-06
334,g06-018c-03
334,g06-018c-04
334,g06-018c-05
334,g06-018c-06
026,a02-042-00
026,a02-042-02
026,a02-042-05
247,e07-083-00
247,e07-083-01
247,e07-083-02
247,e07-083-03
247,e07-083-04
247,e07-083-05
247,e07-083-06
247,e07-083-07
247,e07-083-08
247,e07-083-09
247,e07-083-10
239,h04-000-00
239,h04-000-01
239,h04-000-02
239,h04-000-03
239,h04-000-04
239,h04-000-05
239,h04-000-06
239,h04-000-07
239,h04-000-08
239,h04-000-09
126,b06-012-05
045,a03-020-00
045,a03-020-01
045,a03-020-02
045,a03-020-03
045,a03-020-04
045,a03-020-05
045,a03-020-06
045,a03-020-07
045,a03-020-08
045,a03-020-09
045,a03-020-10
004,a01-007-00
004,a01-007-01
004,a01-007-02
004,a01-007-03
004,a01-007-04
004,a01-007-05
004,a01-007-06
004,a01-007-07
004,a01-007-08
650,r02-109-00
650,r02-109-01
650,r02-109-02
650,r02-109-03
650,r02-109-04
650,r02-109-05
650,r02-109-06
650,r02-109-07
650,r02-109-08
650,r02-109-09
670,r06-049-00
670,r06-049-01
670,r06-049-02
670,r06-049-03
670,r06-049-04
670,r06-049-05
670,r06-049-06
670,r06-049-07
670,r06-049-08
670,r06-049-09
670,r06-049-10
267,f03-169-00
267,f03-169-02
267,f03-169-03
267,f03-169-04
267,f03-169-05
267,f03-169-06
333,g06-045b-00
333,g06-045b-01
333,g06-045b-02
333,g06-045b-03
333,g06-045b-04
333,g06-045b-05
333,g06-045b-06
333,g06-045b-07
333,g06-045b-08
042,a03-011-07
042,a03-011-08
154,c03-081e-00
154,c03-081e-01
154,c03-081e-02
154,c03-081e-03
154,c03-081e-04
154,c03-081e-05
154,c03-081e-06
154,c03-081e-07
154,c03-081e-09
000,a05-084-00
000,a05-084-01
000,a05-084-02
000,a05-084-03
000,a05-084-04
000,a05-084-05
000,a05-084-06
000,a05-084-07
000,a05-084-08
000,a05-084-09
000,a05-048-00
000,a05-048-01
000,a05-048-02
000,a05-048-03
000,a05-048-04
000,a05-048-05
000,a05-048-06
000,a05-048-07
000,a05-048-08
000,a05-048-09
000,a05-048-10
340,g06-037i-00
340,g06-037i-02
340,g06-037i-07
340,g06-037i-08
151,c03-081b-00
151,c03-081b-01
151,c03-081b-02
151,c03-081b-03
151,c03-081b-04
151,c03-081b-05
151,c03-081b-06
151,c03-081b-07
334,g06-026c-02
334,g06-026c-04
334,g06-026c-05
641,r02-038-01
641,r02-038-03
641,r02-038-05
334,g06-045c-02
334,g06-045c-04
334,g06-045c-05
334,g06-045c-06
153,c03-081d-00
153,c03-081d-01
153,c03-081d-02
153,c03-081d-03
153,c03-081d-04
153,c03-081d-05
153,c03-081d-06
153,c03-081d-07
153,c03-081d-08
153,c03-081d-09
272,f04-016-01
272,f04-016-02
272,f04-016-03
272,f04-016-04
272,f04-016-05
272,f04-016-06
272,f04-016-07
121,b05-083-00
121,b05-083-01
121,b05-083-03
121,b05-083-04
121,b05-083-05
121,b05-083-06
121,b05-083-07
121,b05-083-08
125,c06-005-00
125,c06-005-01
125,c06-005-02
125,c06-005-03
125,c06-005-04
125,c06-005-05
125,c06-005-06
125,c06-005-07
125,c06-005-08
671,r06-097-00
671,r06-097-01
671,r06-097-02
671,r06-097-03
671,r06-097-04
671,r06-097-05
671,r06-097-06
671,r06-097-07
671,r06-097-08
671,r06-097-09
671,r06-097-10
023,a02-008-04
158,c04-013-02
158,c04-013-03
158,c04-013-04
158,c04-013-05
007,a01-038-00
007,a01-038-01
007,a01-038-02
007,a01-038-03
007,a01-038-05
007,a01-038-06
007,a01-038-07
007,a01-038-08
007,a01-038-10
007,a01-038-11
335,g06-018d-00
335,g06-018d-01
335,g06-018d-03
649,r02-089-08
649,r02-089-09
649,r02-089-10
334,g06-047c-00
334,g06-047c-01
334,g06-047c-02
334,g06-047c-03
334,g06-047c-04
334,g06-047c-05
334,g06-047c-06
329,g04-098-03
329,g04-098-04
329,g04-098-05
329,g04-098-06
000,a01-117u-00
000,a01-117u-01
000,a01-117u-02
000,a01-117u-03
000,a01-117u-04
000,a01-117u-05
000,a01-117u-06
000,a01-117u-07
000,a01-117u-08
000,a01-117u-09
000,a01-117u-10
218,e02-000-00
218,e02-000-01
218,e02-000-02
218,e02-000-03
218,e02-000-04
218,e02-000-05
218,e02-000-06
218,e02-000-07
150,c03-003a-00
150,c03-003a-01
150,c03-003a-02
150,c03-003a-03
150,c03-003a-04
150,c03-003a-05
150,c03-003a-06
150,c03-003a-07
150,c03-003a-08
124,b06-004-00
124,b06-004-01
124,b06-004-03
124,b06-004-04
124,b06-004-05
124,b06-004-06
124,b06-004-07
339,g06-042h-00
339,g06-042h-01
339,g06-042h-02
339,g06-042h-03
339,g06-042h-04
339,g06-042h-05
008,a01-014x-00
008,a01-014x-01
008,a01-014x-02
008,a01-014x-03
008,a01-014x-04
008,a01-014x-05
008,a01-014x-06
008,a01-014x-07
008,a01-014x-08
008,a01-014x-09
000,a05-000-00
000,a05-000-01
000,a05-000-02
000,a05-000-03
000,a05-000-04
000,a05-000-05
000,a05-000-06
000,a05-000-07
671,r06-115-00
671,r06-115-01
671,r06-115-02
671,r06-115-03
671,r06-115-04
671,r06-115-05
671,r06-115-06
671,r06-115-07
671,r06-115-08
671,r06-115-09
671,r06-115-10
117,b05-042-00
117,b05-042-01
117,b05-042-02
117,b05-042-03
117,b05-042-04
117,b05-042-05
117,b05-042-06
117,b05-042-07
117,b05-042-08
117,b05-042-09
117,b05-042-10
000,a01-132u-01
000,a01-132u-02
000,a01-132u-03
000,a01-132u-04
000,a01-132u-05
000,a01-132u-07
000,a01-132u-08
000,a01-132u-09
133,c06-116-00
133,c06-116-01
133,c06-116-02
133,c06-116-03
133,c06-116-04
133,c06-116-05
133,c06-116-06
133,c06-116-07
133,c06-116-08
133,c06-116-09
133,c06-116-10
159,c04-035-00
159,c04-035-01
159,c04-035-07
123,b06-023-00
123,b06-023-01
123,b06-023-03
123,b06-023-04
123,b06-023-05
123,b06-023-06
635,r06-018-05
661,r03-035-00
661,r03-035-01
661,r03-035-02
661,r03-035-03
661,r03-035-04
661,r03-035-06
661,r03-035-08
050,a03-037-00
050,a03-037-05
050,a03-037-06
050,a03-037-07
000,a01-091u-00
000,a01-091u-01
000,a01-091u-02
000,a01-091u-03
000,a01-091u-04
000,a01-091u-05
000,a01-091u-06
000,a01-091u-07
000,a01-091u-08
118,g05-098-06
670,r06-076-00
670,r06-076-01
670,r06-076-02
670,r06-076-03
670,r06-076-04
670,r06-076-05
670,r06-076-06
670,r06-076-07
670,r06-076-08
124,c06-111-00
124,c06-111-02
124,c06-111-04
124,c06-111-05
124,c06-111-06
338,g06-045g-05
635,r06-011-00
131,b06-068-00
131,b06-068-01
131,b06-068-02
131,b06-068-03
131,b06-068-04
131,b06-068-05
131,b06-068-06
131,b06-068-07
131,b06-068-08
131,b06-068-09
131,b06-068-10
152,c03-000c-00
152,c03-000c-01
152,c03-000c-02
152,c03-000c-04
152,c03-000c-05
152,c03-000c-06
129,c06-014-00
129,c06-014-01
129,c06-014-02
129,c06-014-03
129,c06-014-05
129,c06-014-06
129,c06-014-07
129,c06-014-09
109,b04-075-05
647,r02-078-00
647,r02-078-01
647,r02-078-02
647,r02-078-03
647,r02-078-04
647,r02-078-05
647,r02-078-06
132,b06-082-00
132,b06-082-02
132,b06-082-03
132,b06-082-04
132,b06-082-05
132,b06-082-06
132,b06-082-07
132,b06-082-08
132,b06-082-09
671,r06-137-00
671,r06-137-01
671,r06-137-02
671,r06-137-03
671,r06-137-04
671,r06-137-05
671,r06-137-06
671,r06-137-07
671,r06-137-08
671,r06-137-09
148,c02-082-00
148,c02-082-01
148,c02-082-02
148,c02-082-03
148,c02-082-04
148,c02-082-05
148,c02-082-06
148,c02-082-07
148,c02-082-08
148,c02-082-09
122,b05-088-00
122,b05-088-06
122,b05-088-07
152,c03-016c-00
152,c03-016c-01
152,c03-016c-02
152,c03-016c-03
152,c03-016c-04
152,c03-016c-05
152,c03-016c-06
152,c03-016c-07
152,c03-016c-08
152,c03-016c-09
344,g06-031m-01
344,g06-031m-02
344,g06-031m-03
344,g06-031m-04
344,g06-031m-05
344,g06-031m-06
344,g06-031m-07
092,b01-089-00
092,b01-089-01
092,b01-089-02
092,b01-089-03
092,b01-089-04
092,b01-089-05
092,b01-089-06
092,b01-089-07
092,b01-089-08
092,b01-089-09
092,b01-084-00
092,b01-084-01
092,b01-084-03
092,b01-084-04
092,b01-084-05
092,b01-084-06
092,b01-084-07
000,a01-053u-00
000,a01-053u-01
000,a01-053u-02
000,a01-053u-03
000,a01-053u-04
000,a01-053u-05
000,a01-053u-06
000,a01-053u-07
000,a01-053u-08
000,a01-053u-09
064,a04-103-00
064,a04-103-01
064,a04-103-02
064,a04-103-03
064,a04-103-04
064,a04-103-05
064,a04-103-06
064,a04-103-07
064,a04-103-08
001,a01-072x-00
001,a01-072x-01
001,a01-072x-04
001,a01-072x-05
001,a01-072x-06
154,c03-096e-00
154,c03-096e-01
154,c03-096e-03
154,c03-096e-04
154,c03-096e-05
154,c03-096e-06
154,c03-096e-07
164,c04-122-07
342,g06-047k-00
342,g06-047k-02
342,g06-047k-03
342,g06-047k-04
342,g06-047k-06
231,e04-011-00
231,e04-011-01
231,e04-011-03
231,e04-011-04
231,e04-011-05
231,e04-011-06
231,e04-011-07
086,a06-152-00
086,a06-152-01
086,a06-152-02
086,a06-152-03
086,a06-152-04
086,a06-152-05
086,a06-152-06
086,a06-152-07
086,a06-152-08
086,a06-152-09
123,b06-000-00
123,b06-000-01
123,b06-000-05
123,b06-000-06
123,b06-000-07
000,a01-007u-00
000,a01-007u-01
000,a01-007u-02
000,a01-007u-03
000,a01-007u-04
000,a01-007u-05
000,a01-007u-06
000,a01-007u-07
000,a01-007u-08
000,a01-007u-09
103,b03-098-00
103,b03-098-01
103,b03-098-02
103,b03-098-03
103,b03-098-04
103,b03-098-05
103,b03-098-06
103,b03-098-07
103,b03-098-08
084,a06-119-00
084,a06-119-01
084,a06-119-02
084,a06-119-03
084,a06-119-04
084,a06-119-05
084,a06-119-06
084,a06-119-07
084,a06-119-08
138,c02-003-00
138,c02-003-01
138,c02-003-02
138,c02-003-03
138,c02-003-04
138,c02-003-05
138,c02-003-07
154,c03-003e-00
154,c03-003e-01
154,c03-003e-02
154,c03-003e-03
154,c03-003e-04
154,c03-003e-05
154,c03-003e-06
154,c03-003e-07
154,c03-003e-08
342,g06-050k-00
342,g06-050k-01
342,g06-050k-02
342,g06-050k-03
342,g06-050k-04
342,g06-050k-05
342,g06-050k-06
342,g06-050k-07
342,g06-050k-08
637,r02-003-05
143,c02-035-02
143,c02-035-05
214,e01-081-01
214,e01-081-03
111,b04-121-01
111,b04-121-03
111,b04-121-06
058,a04-000-00
058,a04-000-01
058,a04-000-02
058,a04-000-03
058,a04-000-04
058,a04-000-05
085,e07-000-00
085,e07-000-02
660,r03-030-00
660,r03-030-01
660,r03-030-02
660,r03-030-03
660,r03-030-04
660,r03-030-05
660,r03-030-06
000,a01-000u-00
000,a01-000u-01
000,a01-000u-02
000,a01-000u-03
000,a01-000u-04
000,a01-000u-05
000,a01-000u-06
110,b04-089-01
110,b04-089-03
110,b04-089-05
110,b04-089-06
110,b04-089-07
239,k04-017-00
239,k04-017-01
239,k04-017-02
239,k04-017-03
239,k04-017-04
239,k04-017-05
239,k04-017-06
239,k04-017-07
239,k04-017-08
239,k04-017-09
150,c03-087a-00
150,c03-087a-01
150,c03-087a-02
150,c03-087a-03
150,c03-087a-04
150,c03-087a-05
150,c03-087a-06
150,c03-087a-07
104,b03-104-00
104,b03-104-01
104,b03-104-02
104,b03-104-03
104,b03-104-04
104,b03-104-05
104,b03-104-06
104,b03-104-07
104,b03-104-08
104,b03-104-09
135,c01-014-00
135,c01-014-01
135,c01-014-02
135,c01-014-03
135,c01-014-04
135,c01-014-05
135,c01-014-09
333,g06-042b-00
333,g06-042b-01
333,g06-042b-02
333,g06-042b-03
333,g06-042b-04
333,g06-042b-05
333,g06-042b-06
339,g06-026h-04
339,g06-026h-05
132,c06-091-04
132,c06-091-05
244,e07-003-00
244,e07-003-01
244,e07-003-02
244,e07-003-03
244,e07-003-04
244,e07-003-05
244,e07-003-06
244,e07-003-07
244,e07-003-08
244,e07-003-09
330,h04-007-08
116,b05-032-00
116,b05-032-01
116,b05-032-03
116,b05-032-08
116,b05-032-10
334,g06-050c-00
334,g06-050c-01
334,g06-050c-03
334,g06-050c-04
334,g06-050c-06
334,g06-050c-07
112,b04-147-01
112,b04-147-02
112,b04-147-03
112,b04-147-04
112,b04-147-05
112,b04-147-07
134,b06-087-00
134,b06-087-01
134,b06-087-02
134,b06-087-03
134,b06-087-04
134,b06-087-05
134,b06-087-06
134,b06-087-07
134,b06-087-08
235,e04-043-00
235,e04-043-01
235,e04-043-02
235,e04-043-03
235,e04-043-04
235,e04-043-05
235,e04-043-06
000,a03-050-00
000,a03-050-01
000,a03-050-02
000,a03-050-03
000,a03-050-04
000,a03-050-05
000,a03-050-06
000,a03-050-07
087,b01-004-00
087,b01-004-01
087,b01-004-02
087,b01-004-03
087,b01-004-04
087,b01-004-05
087,b01-004-06
332,g06-045a-01
332,g06-045a-03
332,g06-045a-04
332,g06-045a-05
332,g06-045a-06
239,g04-003-00
239,g04-003-01
239,g04-003-02
239,g04-003-03
239,g04-003-04
239,g04-003-05
239,g04-003-06
239,g04-003-07
239,g04-003-08
663,r03-056-01
663,r03-056-07
112,b04-154-00
112,b04-154-01
112,b04-154-02
112,b04-154-04
112,b04-154-05
112,b04-154-06
112,b04-154-07
151,c03-016b-00
151,c03-016b-01
151,c03-016b-02
151,c03-016b-03
151,c03-016b-04
151,c03-016b-05
151,c03-016b-06
151,c03-016b-07
151,c03-016b-08
017,b01-057-00
017,b01-057-01
017,b01-057-02
017,b01-057-04
017,b01-057-05
017,b01-057-06
017,b01-057-07
017,b01-057-09
017,b01-057-10
000,a01-014u-00
000,a01-014u-01
000,a01-014u-02
000,a01-014u-03
000,a01-014u-04
000,a01-014u-05
000,a01-014u-06
000,a01-014u-07
017,b01-062-00
017,b01-062-01
017,b01-062-03
017,b01-062-04
017,b01-062-05
017,b01-062-06
017,b01-062-07
017,b01-062-08
017,b01-062-09
341,g06-037j-00
341,g06-037j-01
341,g06-037j-02
341,g06-037j-04
341,g06-037j-05
341,g06-037j-06
341,g06-037j-07
341,g06-037j-08
341,g06-037j-09
341,g06-037j-10
212,e01-035-00
212,e01-035-01
212,e01-035-02
212,e01-035-03
212,e01-035-04
212,e01-035-05
212,e01-035-06
212,e01-035-07
019,a01-122-05
019,a01-122-06
019,a01-122-07
659,r03-026-00
659,r03-026-01
659,r03-026-02
659,r03-026-03
659,r03-026-04
659,r03-026-05
659,r03-026-07
659,r03-026-08
659,r03-026-09
659,r03-026-10
251,f01-066-09
252,f01-070-00
252,f01-070-02
252,f01-070-04
252,f01-070-05
252,f01-070-08
111,b04-107-01
111,b04-107-07
662,r03-050-00
662,r03-050-02
662,r03-050-03
662,r03-050-04
662,r03-050-05
662,r03-050-06
022,a02-004-00
022,a02-004-01
022,a02-004-02
022,a02-004-03
022,a02-004-04
022,a02-004-05
022,a02-004-06
022,a02-004-07
022,a02-004-08
022,a02-004-10
087,b01-009-00
087,b01-009-01
087,b01-009-02
087,b01-009-03
087,b01-009-04
087,b01-009-05
087,b01-009-06
014,a01-058x-00
014,a01-058x-01
014,a01-058x-02
014,a01-058x-03
014,a01-058x-04
014,a01-058x-05
014,a01-058x-06
014,a01-058x-07
014,a01-058x-08
247,e07-086-00
247,e07-086-01
247,e07-086-02
247,e07-086-03
247,e07-086-04
247,e07-086-05
247,e07-086-06
247,e07-086-07
247,e07-086-08
247,e07-086-09
246,e07-072-00
246,e07-072-01
246,e07-072-02
246,e07-072-03
246,e07-072-04
246,e07-072-05
246,e07-072-06
246,e07-072-07
246,e07-072-08
246,e07-072-09
246,e07-072-10
246,e07-072-11
132,b06-045-00
132,b06-045-01
132,b06-045-02
132,b06-045-03
132,b06-045-04
132,b06-045-05
132,b06-045-06
132,b06-045-07
132,b06-045-08
333,g06-050b-00
333,g06-050b-01
333,g06-050b-03
333,g06-050b-04
333,g06-050b-05
333,g06-050b-06
333,g06-050b-07
333,g06-050b-08
062,a04-069-00
062,a04-069-01
062,a04-069-02
062,a04-069-04
062,a04-069-05
062,a04-069-07
330,g04-108-00
330,g04-108-02
130,b06-079-00
130,b06-079-01
130,b06-079-02
130,b06-079-03
130,b06-079-04
130,b06-079-06
130,b06-079-07
130,b06-079-08
130,b06-079-09
016,a01-077-00
016,a01-077-01
016,a01-077-02
016,a01-077-03
016,a01-077-04
016,a01-077-05
016,a01-077-06
016,a01-077-07
016,a01-077-08
030,a02-057-00
030,a02-057-01
030,a02-057-02
030,a02-057-03
030,a02-057-04
030,a02-057-05
030,a02-057-06
030,a02-057-07
342,g06-042k-00
342,g06-042k-01
342,g06-042k-02
342,g06-042k-03
342,g06-042k-04
342,g06-042k-05
000,a05-025-00
000,a05-025-01
000,a05-025-02
000,a05-025-03
